Scenario;Object Type;Object Name;Data Source;Category;Data Item;Statistic Type;Average;Minimum;Maximum;Half Width;Standard Deviation
Scenario 8;BridgeNode;LRP046b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP046c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP047;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP047a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP048;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP048a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP048b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP049;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP049a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;211,881894793088;0;1059,5342838575;319,517900119672;446,686258873718
Scenario 8;BridgeNode;LRP050;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP050a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP050b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP051;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP051a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;101,424364409858;0;1014,24364409858;229,421912295098;320,73200177007
Scenario 8;BridgeNode;LRP052;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP052a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP053;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP053a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;337,854884162561;0;446,158778081493;127,529182583658;178,285890850503
Scenario 8;BridgeNode;LRP054;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP055;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP056;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP056a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP056b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP056c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP057;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP058;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP058a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP059;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP059a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;165,642897004529;0;418,55286254598;152,98458051425;213,87255584016
Scenario 8;BridgeNode;LRP060;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP060a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP061;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP061a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;123,2825403917;0;417,239429476555;142,00352980996;198,52103889615
Scenario 8;BridgeNode;LRP062;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP063;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP063a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP063b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP063c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP064;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP064a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,5597566439343;0;415,597566439343;94,0081695285795;131,423489997148
Scenario 8;BridgeNode;LRP064c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,25654024247;0;412,5654024247;93,3222940284672;130,464635544601
Scenario 8;BridgeNode;LRP065;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP066;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP066a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP067;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP067a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;166,185331877585;0;419,934160249579;153,470928683475;214,552470937687
Scenario 8;BridgeNode;LRP068;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP068a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;124,37077000197;0;422,108481384697;143,26672838223;200,286991427293
Scenario 8;BridgeNode;LRP069;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP070;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP070a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP070b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP071;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP072;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP072a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;625,8682656141;0;1105,28336194117;385,717050760813;539,232720056123
Scenario 8;BridgeNode;LRP072b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP073;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP074;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP075;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP075a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP076;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP076a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP077;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP077a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP078;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP079;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP079a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;125,28089548198;0;435,358534802838;144,401313990115;201,873142939832
Scenario 8;BridgeNode;LRP080;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP081;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP081a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;125,299800684373;0;432,712130783591;144,384500314902;201,849637409545
Scenario 8;BridgeNode;LRP082;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP082a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP083;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP083a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;122,547487514381;0;416,749216819531;141,168004250799;197,352973551219
Scenario 8;BridgeNode;LRP083b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP084;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP084a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP084b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP085;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP086;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP087;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP088;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP088a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;102,987727336725;0;1029,87727336725;232,958239235672;325,675789428438
Scenario 8;BridgeNode;LRP089;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP089a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP089b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP089c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP090;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP091;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP092;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP092a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;311,62745939882;0;1085,28326168703;359,232189188828;502,206864140235
Scenario 8;BridgeNode;LRP093;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP093a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP093b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP093c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP094;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP094a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;102,370906980411;0;1023,70906980411;231,562991589691;323,72523219533
Scenario 8;BridgeNode;LRP095;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP095a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP095b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP096;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP097;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP098;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP098a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;202,909208492318;0;1028,67630585801;306,02418127051;427,822030019033
Scenario 8;BridgeNode;LRP099;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP099a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP099b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP100;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP101;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP101a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP101b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP101c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP102;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP102a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP102b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP103;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP104;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP104a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP105;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP105a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP105b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP106;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP106a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP107;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP107a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;103,825666937674;0;1038,25666937674;234,853658613019;328,32558710909
Scenario 8;BridgeNode;LRP108;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP108a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP108b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP108c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP109;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP109a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;83,8128282865393;0;427,689764611811;126,423207243742;176,739736513582
Scenario 8;BridgeNode;LRP110;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP110a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP110b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP110c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;81,6897494873886;0;408,719448282422;123,188176045374;172,21716052395
Scenario 8;BridgeNode;LRP111;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP111a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,2095599882382;0;412,095599882382;93,2160246933949;130,316070936174
Scenario 8;BridgeNode;LRP111b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP111c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP112;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP112a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP113;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP113a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP113b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP114;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP114a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP115;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP115a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP116;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP116a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;120,788637552585;0;411,054063264242;139,147903231617;194,528870843772
Scenario 8;BridgeNode;LRP116b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,6290285858985;0;416,290285858985;94,1648626613025;131,642547111698
Scenario 8;BridgeNode;LRP116c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;41,4575287245718;0;414,575287245718;93,7769299749815;131,100216931502
Scenario 8;BridgeNode;LRP117;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP117a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;81,4204160900204;0;410,202864625142;122,786439341576;171,655532317191
Scenario 8;BridgeNode;LRP117b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP117c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP118;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP118a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;123,208483100267;0;411,215507909966;141,90618199658;198,384946581597
Scenario 8;BridgeNode;LRP118b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;103,545295743784;0;1035,45295743784;234,219458972439;327,438975546096
Scenario 8;BridgeNode;LRP118d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;122,437848434675;0;409,546182458638;141,019112616686;197,144822937451
Scenario 8;BridgeNode;LRP119;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP119a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP119b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP119c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP119d;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP120;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP120a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP120b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP121;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP121a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP121b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;106,704164254281;0;1067,04164254281;241,364819543184;337,428194868251
Scenario 8;BridgeNode;LRP122;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP122a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP122b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP123;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP123a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;40,7904443952837;0;407,904443952837;92,2679852221317;128,990711059546
Scenario 8;BridgeNode;LRP124;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP124a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP125;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP125a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;40,7462130241251;0;407,462130241251;92,167933860571;128,850839182653
Scenario 8;BridgeNode;LRP126;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP126a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP126b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP127;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP127a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP128;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP128a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;40,687927211433;0;406,87927211433;92,0360913522615;128,666523259272
Scenario 8;BridgeNode;LRP128b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP129;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP129a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP130;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP130a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP130b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP131;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP131a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP131b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;40,4740375528345;0;404,740375528345;91,5522729445116;127,990144770145
Scenario 8;BridgeNode;LRP132;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP132a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;80,7902452024321;0;407,553587463141;121,837745212225;170,329257228075
Scenario 8;BridgeNode;LRP133;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP133a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;119,979609064944;0;406,216056783994;138,201785532499;193,206197606014
Scenario 8;BridgeNode;LRP133b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP134;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP134a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP135;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP135a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;203,787648476303;0;423,588292332482;153,732571358525;214,918247589436
Scenario 8;BridgeNode;LRP135b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;81,7308629526951;0;410,206089236424;123,251252067814;172,305340849615
Scenario 8;BridgeNode;LRP136;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP136a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP136b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP136c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;42,4899565438352;0;424,899565438352;96,1122817021552;134,365040360095
Scenario 8;BridgeNode;LRP137;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP137a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP137b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP138;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP138a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP139;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP139a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP139b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP139c;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP140;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP140a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP141;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP141a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP141b;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP142;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP142a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP143;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
Scenario 8;BridgeNode;LRP143a;OutputStatistic1;UserSpecified;OutputValue;FinalValue;0;0;0;0;0
