	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
971	Cox,s Bazar 9 km	LRP386	Km Post	21.430166	92.02836040000001	N1	380.75699999999995	
972	Box culvert	LRP386a	Culvert	21.429888199999997	92.02797159999999	N1	380.80300000000005	
973	Box culvert	LRP386b	Culvert	21.426249300000002	92.0235827	N1	381.416	
974	N110,Link road-Cox' Bazar, (Labonir more)	LRP386c	Side Road, Right	21.425860399999998	92.023166	N1	381.481	
975	Teknaf 79 km	LRP387	Km Post	21.4258049	92.0232493	N1	381.494	
976	Box culvert	LRP387a	Culvert	21.4225549	92.0274438	N1	382.07599999999996	
977	Box culvert	LRP387b	Culvert	21.4220827	92.02786040000001	N1	382.147	
978	Teknaf 78 km,Uttia 24 km	LRP388	Km Post	21.4199716	92.03024930000001	N1	382.473	
979	Box culvert	LRP388a	Culvert	21.419110399999997	92.032416	N1	382.73900000000003	
980	Box culvert	LRP388b	Culvert	21.4165	92.0353052	N1	383.18800000000005	
981	Box culvert	LRP388c	Culvert	21.4156389	92.0367219	N1	383.37	
982	Teknaf 77 km,Uthia 23 km	LRP389	Km Post	21.415055600000002	92.03783299999999	N1	383.505	
983	Box culvert	LRP389a	Culvert	21.413583300000003	92.0393886	N1	383.74	
984	Box culvert	LRP389b	Culvert	21.412055600000002	92.039583	N1	384.10699999999997	
985	Bridge start	LRP389c	Bridge	21.4115	92.04380520000001	N1	384.279	
986	Bridge end	LRP389d	Bridge	21.4111667	92.0441108	N1	384.327	
987	Box culvert	LRP389e	Culvert	21.4103056	92.0453052	N1	384.49	
988	Teknaf 76 km,Uthia 22 km	LRP390	Km Post	21.4101111	92.0458052	N1	384.54699999999997	
989	Box culvert	LRP390a	Culvert	21.41025	92.04805520000001	N1	384.79	
990	Box culvert	LRP390b	Culvert	21.4103333	92.0508333	N1	385.115	
991	Box culvert	LRP390c	Culvert	21.409416699999998	92.0531944	N1	385.38800000000003	
992	Teknaf 75 km,Uthia 21 km	LRP391	Km Post	21.409083300000002	92.05475	N1	385.56800000000004	
993	Box culvert	LRP391a	Culvert	21.4079722	92.0559028	N1	385.778	True
994	Box culvert	LRP391b	Culvert	21.406722199999997	92.0570556	N1	385.94699999999995	
995	Box culvert	LRP391c	Culvert	21.4058611	92.0594167	N1	386.24	
996	Km post missing	LRP392	Km Post	21.4040556	92.06197220000001	N1	386.50800000000004	
997	Box culvert	LRP392a	Culvert	21.4039167	92.0628333	N1	386.665	
998	Box culvert	LRP392b	Culvert	21.400888899999998	92.06586109999999	N1	387.14599999999996	
999	Bridge start	LRP392c	Bridge	21.398694100000004	92.0665556	N1	387.409	
1000	Bridge end	LRP392d	Bridge	21.398583	92.0665833	N1	387.42400000000004	
1001	Box culvert	LRP392e	Culvert	21.3971663	92.0668882	N1	387.59	
1002	Teknaf 74 km,Uthia 20 km	LRP393	Km Post	21.396971899999997	92.066916	N1	387.60900000000004	
1003	Box culvert	LRP393a	Culvert	21.393333	92.068166	N1	388.04400000000004	
1004	Bridge start	LRP393b	Bridge	21.3891108	92.06869379999999	N1	388.528	
1005	Bridge end	LRP393c	Bridge	21.388944100000003	92.06880490000002	N1	388.546	
1006	Teknaf 73 km, Ukhia 19km	LRP394	Km Post	21.388527399999997	92.0692771	N1	388.603	
1007	Box culvert	LRP394a	Culvert	21.3873052	92.0697771	N1	388.751	
1008	Box culvert	LRP394b	Culvert	21.3858886	92.07044379999999	N1	388.92699999999996	
1009	Box culvert	LRP394c	Culvert	21.384583	92.07049930000001	N1	389.08	
1010	Box culvert	LRP394d	Culvert	21.3839441	92.0705827	N1	389.156	
1011	Box culvert	LRP394e	Culvert	21.3826938	92.0710271	N1	389.30800000000005	
1012	Box culvert	LRP394f	Culvert	21.3813049	92.0710827	N1	389.476	
1013	Box culvert	LRP394g	Culvert	21.3811104	92.0710827	N1	389.506	
1014	Teknaf 72 km,Uthia 18 km	LRP395	Km Post	21.3796104	92.0706104	N1	389.685	
1015	Box culvert	LRP395a	Culvert	21.378916	92.07033270000001	N1	389.776	
1016	Box culvert	LRP395b	Culvert	21.377582699999998	92.07047155000001	N1	389.93	True
1017	Box culvert	LRP395c	Culvert	21.3773882	92.0706104	N1	389.969	
1018	Box culvert	LRP395d	Culvert	21.3762216	92.07180490000002	N1	390.151	
1019	Box culvert	LRP395e	Culvert	21.3752493	92.0727771	N1	390.316	
1020	Box culvert	LRP395f	Culvert	21.3747771	92.0734993	N1	390.431	
1021	Box culvert	LRP395g	Culvert	21.3745549	92.0739716	N1	390.496	
1022	Box culvert	LRP395h	Culvert	21.374249300000002	92.07552709999999	N1	390.66900000000004	
1023	Teknaf 71km, Ukhia 17km	LRP396	Km Post	21.374249300000002	92.0756938	N1	390.685	
1024	Box culvert	LRP396a	Culvert	21.373693799999998	92.07683270000001	N1	390.843	
1025	Box culvert	LRP396b	Culvert	21.3731938	92.0773327	N1	390.926	
1026	Box culvert	LRP396c	Culvert	21.3714993	92.07855490000001	N1	391.155	
1027	Box culvert	LRP396d	Culvert	21.3698327	92.0796104	N1	391.361	
1028	Box culvert	LRP396e	Culvert	21.3678882	92.0803327	N1	391.62300000000005	
1029	Box culvert	LRP396f	Culvert	21.366943799999998	92.08077709999999	N1	391.75699999999995	
1030	Teknaf 70 km,Uthia 16 km	LRP397	Km Post	21.366277800000002	92.08105490000001	N1	391.841	
1031	Box culvert	LRP397a	Culvert	21.365722199999997	92.0812771	N1	391.905	
1032	Box culvert	LRP397b	Culvert	21.3644167	92.081416	N1	392.056	
1033	Box culvert	LRP397c	Culvert	21.3615	92.0806382	N1	392.397	
1034	Box culvert	LRP397d	Culvert	21.3580833	92.07902709999999	N1	392.825	
1035	Teknaf 69 km,Uthia 15 km	LRP398	Km Post	21.35775	92.07902709999999	N1	392.869	
1036	Box culvert	LRP398a	Culvert	21.357194399999997	92.0791104	N1	392.93300000000005	
1037	Box culvert	LRP398b	Culvert	21.356333300000003	92.0790827	N1	393.029	
1038	Box culvert	LRP398c	Culvert	21.35525	92.0790827	N1	393.154	
1039	Box culvert	LRP398d	Culvert	21.3526667	92.0783327	N1	393.459	
1040	Teknaf 68 km,Uthia 14 km	LRP399	Km Post	21.3490552	92.07847159999999	N1	393.876	
1041	Bridge start	LRP399a	Bridge	21.3463608	92.07902709999999	N1	394.18800000000005	
1042	Bridge end	LRP399b	Bridge	21.346138600000003	92.0789993	N1	394.214	
1043	Box culvert	LRP399c	Culvert	21.3414997	92.0788327	N1	394.749	
1044	Teknaf 67 km,Uthia 13 km	LRP400	Km Post	21.3404997	92.0784993	N1	394.87199999999996	
1045	Box culvert	LRP400a	Culvert	21.338194100000003	92.078916	N1	395.14	
1046	Box culvert	LRP400b	Culvert	21.3324716	92.0790827	N1	395.79699999999997	
1047	Teknaf 66 km,Uthia 12 km	LRP401	Km Post	21.3311104	92.07886040000001	N1	395.961	
1048	Khulna Plong Bridge	LRP401a	Bridge	21.3297771	92.0787771	N1	396.119	
1049	Bridge end	LRP401b	Bridge	21.3295271	92.07894379999999	N1	396.151	
1050	Teknaf 65 km,Uthia 11 km	LRP402	Km Post	21.324666	92.084583	N1	396.98	
1051	Bridge start	LRP402a	Bridge	21.3241104	92.08533299999999	N1	397.086	
1052	Bridge end	LRP402b	Bridge	21.3238049	92.08572190000001	N1	397.14099999999996	
1053	Box culvert	LRP402c	Culvert	21.320749300000003	92.0893052	N1	397.651	
1054	Km post broken	LRP403	Km Post	21.3187493	92.0916108	N1	397.98800000000006	
1055	Bridge start	LRP403a	Bridge	21.3179438	92.09216629999999	N1	398.103	
1056	Bridge end	LRP403b	Bridge	21.3177771	92.0922497	N1	398.12300000000005	
1057	Road to Ramu(Z1009)	LRP403c	Side Road, Left	21.317666	92.09302740000001	N1	398.205	
1058	Bridge start	LRP403d	Bridge	21.3125	92.096333	N1	398.918	
1059	Bridge end	LRP403e	Bridge	21.3121944	92.0966941	N1	398.97	
1060	Teknaf 63 km,Uthia 9 km	LRP404	Km Post	21.312027800000003	92.09691629999999	N1	398.994	
1061	Z1503, Maricha Dakbunglow Road	LRP404a	Side Road, Left	21.3101667	92.0974997	N1	399.214	
1062	Box culvert	LRP404b	Culvert	21.303972199999997	92.0967497	N1	399.974	
1063	Teknaf 62 km,Uthia 8 km	LRP405	Km Post	21.303777800000002	92.0968052	N1	399.99699999999996	
1064	Box culvert	LRP405a	Culvert	21.298944100000003	92.0976108	N1	400.55199999999996	
1065	Bridge start	LRP405b	Bridge	21.295638600000004	92.0993886	N1	400.978	
1066	Bridge end	LRP405c	Bridge	21.2949997	92.0993886	N1	401.05199999999996	
1067	Teknaf 61 km,Uthia 7 km	LRP406	Km Post	21.2949163	92.09941629999999	N1	401.06	
1068	Teknaf 60 km,Uthia 6 km	LRP407	Km Post	21.2863608	92.1001667	N1	402.024	
1069	Box culvert	LRP407a	Culvert	21.283944100000003	92.1005278	N1	402.29900000000004	
1070	Bridge start	LRP407b	Bridge	21.2813604	92.1006667	N1	402.435	
1071	Bridge end	LRP407c	Bridge	21.282666	92.1006944	N1	402.44800000000004	
1072	Box culvert	LRP407d	Culvert	21.2790827	92.1019722	N1	402.876	
1073	Teknaf 59 km,Uthia 5 km	LRP408	Km Post	21.277666	92.10261109999999	N1	403.04400000000004	
1074	Teknaf 58 km,Uthia 4 km	LRP409	Km Post	21.269582699999997	92.1066111	N1	404.04	
1075	Box culvert	LRP409a	Culvert	21.269471600000003	92.1066667	N1	404.055	
1076	Bridge start	LRP409b	Bridge	21.2678604	92.1088333	N1	404.347	
1077	Bridge end	LRP409c	Bridge	21.267749300000002	92.109	N1	404.37300000000005	
1078	Box Culvert	LRP409d	Culvert	21.2646111	92.1134444	N1	404.954	
1079	Teknaf 57 km,Uthia 3 km	LRP410	Km Post	21.2641111	92.1140833	N1	405.04400000000004	
1080	Bridge start	LRP410a	Bridge	21.263972199999998	92.1141944	N1	405.05800000000005	
1081	Bridge end	LRP410b	Bridge	21.263722199999997	92.11447220000001	N1	405.103	
1082	Bridge start	LRP410c	Bridge	21.2623611	92.11616670000001	N1	405.337	
1083	Bridge end	LRP410d	Bridge	21.26225	92.1163056	N1	405.355	
1084	Teknaf 56 km,Uthia 2 km	LRP411	Km Post	21.2580278	92.1214438	N1	406.07	
1085	Bridge start	LRP411a	Bridge	21.256555600000002	92.122916	N1	406.29400000000004	
1086	Bridge end	LRP411b	Bridge	21.2565	92.12297159999999	N1	406.30699999999996	
1087	Box culvert	LRP411c	Culvert	21.2550278	92.1245827	N1	406.546	
1088	Box culvert	LRP411d	Culvert	21.2537778	92.1266382	N1	406.796	
1089	Teknaf 55 km,Uthia 1 km	LRP412	Km Post	21.2521944	92.1286104	N1	407.07199999999995	
1090	Box culvert	LRP412a	Culvert	21.2521111	92.1287493	N1	407.089	
1091	Bridge start	LRP412b	Bridge	21.250472199999997	92.1307493	N1	407.209	
1092	Bridge end	LRP412c	Bridge	21.2504167	92.1307493	N1	407.29900000000004	
1093	Bridge start	LRP412d	Bridge	21.248082999999998	92.1341108	N1	408.08	
1094	Bridge end	LRP412e	Bridge	21.2479997	92.1342219	N1	408.093	
1095	Teknaf 54 km	LRP413	Km Post	21.2462219	92.1364719	N1	408.134	
1096	Z1503, Maricha Dukbanglow road	LRP413a	Side Road, Left	21.2447497	92.1389441	N1	408.434	
1097	Bridge start	LRP413b	Bridge	21.242333	92.1413608	N1	408.81699999999995	
1098	Bridge end	LRP413c	Bridge	21.242221899999997	92.1415552	N1	408.839	
1099	Teknaf 53 km	LRP414	Km Post	21.2412497	92.1440552	N1	409.14099999999996	
1100	Teknaf 52 km	LRP415	Km Post	21.235777399999996	92.1511667	N1	410.121	
1101	Teknaf 51km	LRP416	Km Post	21.236333	92.1586667	N1	411.119	
1102	Teknaf 50 km	LRP417	Km Post	21.2283604	92.1617222	N1	412.129	
1103	Box culvert	LRP417a	Culvert	21.226138199999998	92.1611667	N1	412.394	
1104	Box culvert	LRP417b	Culvert	21.224332699999998	92.16144440000001	N1	412.603	
1105	Info.Missing	LRP418	Km Post	21.2198049	92.1618611	N1	413.131	
1106	Box culvert	LRP418a	Culvert	21.2165556	92.1626944	N1	413.531	
1107	Box culvert	LRP418b	Culvert	21.215277800000003	92.16497220000001	N1	413.834	
1108	Box culvert	LRP418c	Culvert	21.2142778	92.166666	N1	414.03	
1109	Teknaf 47km	LRP419	Km Post	21.21375	92.1674438	N1	414.13599999999997	
1110	Box culvert	LRP419a	Culvert	21.212722199999998	92.1678882	N1	414.264	
1111	Box culvert	LRP419b	Culvert	21.2105833	92.1681382	N1	414.50800000000004	
1112	Box culvert	LRP419c	Culvert	21.2096944	92.16841600000001	N1	414.608	
1113	Teknaf 46 km	LRP420	Km Post	21.2056389	92.1703327	N1	415.144	
1114	Box culvert	LRP420a	Culvert	21.2011389	92.170416	N1	415.671	
1115	Box culvert	LRP420b	Culvert	21.1989997	92.1703604	N1	415.91900000000004	
1116	Z1504, Ukhia Gundum Road	LRP420c	Side Road, Left	21.197721899999998	92.17055490000001	N1	416.04400000000004	
1117	Info.Missing	LRP421	Km Post	21.196944100000003	92.1707493	N1	416.157	
1118	Box culvert	LRP421a	Culvert	21.1965552	92.17086040000001	N1	416.204	
1119	Bridge start	LRP421b	Bridge	21.1925552	92.16972159999999	N1	416.68800000000005	
1120	Bridge end	LRP421c	Bridge	21.1923052	92.1695271	N1	416.73	
1121	Box culvert	LRP421d	Culvert	21.1906108	92.167916	N1	416.991	
1122	Info.Missing	LRP422	Km Post	21.1897497	92.166666	N1	417.164	
1123	Box culvert	LRP422a	Culvert	21.186638600000002	92.1638056	N1	417.621	
1124	Bridge start	LRP422b	Bridge	21.1859441	92.1610833	N1	417.934	
1125	Bridge end	LRP422c	Bridge	21.185833	92.1609167	N1	417.957	
1126	Info.Missing	LRP423	Km Post	21.1843052	92.15941670000001	N1	418.19	
1127	Box culvert	LRP423a	Culvert	21.178666	92.1574722	N1	418.889	
1128	Info.Missing	LRP424	Km Post	21.1761938	92.15661109999999	N1	419.18	
1129	Box culvert	LRP424a	Culvert	21.1742771	92.15572220000001	N1	419.423	
1130	Box culvert	LRP424b	Culvert	21.1718327	92.15513890000001	N1	419.705	
1131	Bridge start	LRP424c	Bridge	21.1698049	92.1545833	N1	419.94800000000004	
1132	Bridge end	LRP424d	Bridge	21.169499300000002	92.1543056	N1	419.996	
1133	Box culvert	LRP424e	Culvert	21.168416	92.1532778	N1	420.151	
1134	Info.Missing	LRP425	Km Post	21.1677216	92.1527778	N1	420.26099999999997	
1135	Box culvert	LRP425a	Culvert	21.1673327	92.1524167	N1	420.32599999999996	
1136	Bridge start	LRP425b	Bridge	21.1652222	92.1521667	N1	420.579	
1137	Bridge end	LRP425c	Bridge	21.1649444	92.1521944	N1	420.611	
1138	Box culvert	LRP425d	Culvert	21.16325	92.15222220000001	N1	420.806	
1139	Box Culvert	LRP425e	Culvert	21.162472199999996	92.1522778	N1	420.895	
1140	Box culvert	LRP425f	Culvert	21.1604167	92.1525	N1	421.131	
1141	Info.Missing	LRP426	Km Post	21.1595	92.15261109999999	N1	421.23900000000003	
1142	Box culvert	LRP426a	Culvert	21.1593056	92.15261109999999	N1	421.26	
1143	Box culvert	LRP426b	Culvert	21.158666699999998	92.1525	N1	421.333	
1144	Box culvert	LRP426c	Culvert	21.1556389	92.1527778	N1	421.68800000000005	
1145	Box culvert	LRP426d	Culvert	21.1537778	92.1528611	N1	421.905	
1146	Box culvert	LRP426e	Culvert	21.1521944	92.15352779999999	N1	422.11699999999996	
1147	Info.Missing	LRP427	Km Post	21.150722199999997	92.1545	N1	422.315	
1148	Box culvert	LRP427a	Culvert	21.147333	92.1574167	N1	422.853	
1149	Bridge start	LRP427b	Bridge	21.144277399999996	92.15863890000001	N1	423.222	
1150	Bridge end	LRP427c	Bridge	21.1441663	92.1586944	N1	423.241	
1151	Teknaf 38 km	LRP428	Km Post	21.143527399999996	92.15897220000001	N1	423.32199999999995	
1152	Bridge start	LRP428a	Bridge	21.1414997	92.1599167	N1	423.57	
1153	Bridge end	LRP428b	Bridge	21.1410552	92.1602222	N1	423.631	
1154	Box culvert	LRP428c	Culvert	21.1381108	92.1648611	N1	424.23400000000004	
1155	Info.Missing	LRP429	Km Post	21.137971899999997	92.1659167	N1	424.35	
1156	Box culvert	LRP429a	Culvert	21.137832999999997	92.1671104	N1	424.473	
1157	Box culvert	LRP429b	Culvert	21.1375552	92.16830490000001	N1	424.60400000000004	
1158	Box culvert	LRP429c	Culvert	21.137221899999997	92.1708882	N1	424.875	
1159	Box culvert	LRP429d	Culvert	21.137110800000002	92.17277709999999	N1	425.075	
1160	Bridge start	LRP429e	Bridge	21.136888600000002	92.173916	N1	425.195	
1161	Bridge end	LRP429f	Bridge	21.136721899999998	92.1741382	N1	425.225	
1162	Info.Missing	LRP430	Km Post	21.136388600000004	92.1752493	N1	425.353	
1163	Box culvert	LRP430a	Culvert	21.136360800000002	92.17555490000001	N1	425.385	
1164	Box culvert	LRP430b	Culvert	21.135388600000002	92.1770827	N1	425.598	
1165	Bridge start	LRP430c	Bridge	21.133388600000004	92.1806938	N1	426.092	
1166	Bridge end	LRP430d	Bridge	21.133360800000002	92.18083270000001	N1	426.10900000000004	
1167	Box culvert	LRP430e	Culvert	21.1329438	92.1824438	N1	426.285	
1168	Info.Missing	LRP431	Km Post	21.1326938	92.18333299999999	N1	426.38199999999995	
1169	Box culvert	LRP431a	Culvert	21.1319716	92.1846108	N1	426.542	
1170	Box culvert	LRP431b	Culvert	21.130971600000002	92.18569409999999	N1	426.716	
1171	Km post missing	LRP432	Km Post	21.1269438	92.1902219	N1	427.38199999999995	
1172	Box culvert	LRP432a	Culvert	21.126832699999998	92.19027740000001	N1	427.394	
1173	Box culvert	LRP432b	Culvert	21.1242771	92.1918886	N1	427.731	
1174	Box culvert	LRP432c	Culvert	21.1239993	92.1919997	N1	427.772	
1175	Box culvert	LRP432d	Culvert	21.1229993	92.1926663	N1	427.906	
1176	Box culvert	LRP432e	Culvert	21.122166	92.1931941	N1	428.019	
1177	Box culvert	LRP432f	Culvert	21.1214993	92.1935552	N1	428.10400000000004	
1178	Info.Missing	LRP433	Km Post	21.1198604	92.1954719	N1	428.38699999999994	
1179	Box culvert	LRP433a	Culvert	21.1190827	92.1960274	N1	428.49800000000005	
1180	Box culvert	LRP433b	Culvert	21.1175827	92.19666629999999	N1	428.691	
1181	Box culvert	LRP433c	Culvert	21.1165	92.1969163	N1	428.81800000000004	
1182	Box culvert	LRP433d	Culvert	21.1161389	92.19699969999999	N1	428.869	
1183	Z1133 Road to Shaplapur	LRP433e	Side Road, Right	21.115833300000002	92.19713859999999	N1	428.908	
1184	Bridge start	LRP433f	Bridge	21.1151667	92.1975552	N1	428.995	
1185	Bridge end	LRP433g	Bridge	21.1146111	92.1979719	N1	429.07300000000004	
1186	Info.Missing	LRP434	Km Post	21.1121111	92.2002778	N1	429.45	
1187	Box culvert	LRP434a	Culvert	21.1118611	92.2006389	N1	429.49699999999996	
1188	Box culvert	LRP434b	Culvert	21.1090556	92.2045278	N1	429.81199999999995	
1189	Box culvert	LRP434c	Culvert	21.107833300000003	92.20586109999999	N1	430.24199999999996	
1190	Box culvert	LRP434d	Culvert	21.107833300000003	92.2069444	N1	430.44	
1191	Km post broken	LRP435	Km Post	21.1058333	92.20725	N1	430.51	
1192	Box culvert	LRP435a	Culvert	21.1053611	92.20738890000001	N1	430.574	
1193	Box culvert	LRP435b	Culvert	21.104361100000002	92.2075278	N1	430.694	
1194	Box culvert	LRP435c	Culvert	21.1026389	92.20777779999999	N1	430.901	
1195	Box culvert	LRP435d	Culvert	21.101277800000002	92.20813890000001	N1	431.07300000000004	
1196	Box culvert	LRP435e	Culvert	21.099638600000002	92.2091667	N1	431.293	
1197	Info.Missing	LRP436	Km Post	21.0975552	92.2105	N1	431.57800000000003	
1198	Box culvert	LRP436a	Culvert	21.097333	92.2106111	N1	431.606	
1199	Bridge start	LRP436b	Bridge	21.0939441	92.2118611	N1	432.005	
1200	Bridge end	LRP436c	Bridge	21.0936663	92.21194440000001	N1	432.041	
1201	Box culvert	LRP436d	Culvert	21.0923052	92.2123333	N1	432.199	
1202	Box culvert	LRP436e	Culvert	21.090332999999998	92.2129444	N1	432.434	
1203	Km post missing	LRP437	Km Post	21.089194100000004	92.2135	N1	432.57800000000003	
1204	Box culvert	LRP437a	Culvert	21.0864997	92.21511109999999	N1	432.92400000000004	
1205	Box culvert	LRP437b	Culvert	21.085944100000003	92.21538890000001	N1	432.99199999999996	
1206	Box culvert	LRP437c	Culvert	21.0838608	92.21611109999999	N1	433.245	
1207	Box culvert	LRP437d	Culvert	21.0838608	92.21611109999999	N1	433.483	
1208	Km post missing	LRP438	Km Post	21.0811104	92.2169438	N1	433.57800000000003	
1209	Box culvert	LRP438a	Culvert	21.0803049	92.2174993	N1	433.68300000000005	
1210	Box culvert	LRP438b	Culvert	21.0783327	92.2186382	N1	433.944	
1211	Box culvert	LRP438c	Culvert	21.077916000000002	92.21899930000001	N1	434.00300000000004	
1212	Box culvert	LRP438d	Culvert	21.0765549	92.2209993	N1	434.26300000000003	
1213	Box culvert	LRP438e	Culvert	21.0745271	92.22205490000002	N1	434.522	
1214	Info.Missing	LRP439	Km Post	21.0735271	92.22261040000001	N1	434.668	
1215	Box culvert	LRP439a	Culvert	21.0728327	92.22322159999999	N1	434.778	
1216	Box culvert	LRP439b	Culvert	21.071666	92.22422159999999	N1	434.96	
1217	Box culvert	LRP439c	Culvert	21.0691104	92.2246382	N1	435.272	
1218	Box culvert	LRP439d	Culvert	21.066888199999998	92.2246104	N1	435.522	
1219	Km post missing	LRP440	Km Post	21.0655833	92.22455490000002	N1	435.668	
1220	Box culvert	LRP440a	Culvert	21.0650556	92.22452709999999	N1	435.746	
1221	Box culvert	LRP440b	Culvert	21.063000000000002	92.2254993	N1	436.00699999999995	
1222	Box culvert	LRP440c	Culvert	21.061555600000002	92.22627709999999	N1	436.195	
1223	Bridge start	LRP440d	Bridge	21.059777800000003	92.2263882	N1	436.399	
1224	Bridge end	LRP440e	Bridge	21.059666699999998	92.2263882	N1	436.414	
1225	Info.Missing	LRP441	Km Post	21.0565833	92.2266104	N1	436.756	
1226	Box culvert	LRP441a	Culvert	21.054972199999998	92.2268049	N1	436.94	
1227	Bridge start	LRP441b	Bridge	21.0513611	92.2302493	N1	437.588	
1228	Bridge end	LRP441c	Bridge	21.0513611	92.2305827	N1	437.626	
1229	Teknaf 24 km	LRP442	Km Post	21.051305600000003	92.2317493	N1	437.751	
1230	Box culvert	LRP442a	Culvert	21.0512778	92.2323327	N1	437.815	
1231	Box culvert	LRP442b	Culvert	21.0507222	92.2338608	N1	438.004	
1232	Box culvert	LRP442c	Culvert	21.047944100000002	92.2346386	N1	438.332	
1233	Box culvert	LRP442d	Culvert	21.0446941	92.2356941	N1	438.713	
1234	Teknaf 23 km	LRP443	Km Post	21.0439163	92.2359441	N1	438.8	
1235	Box culvert	LRP443a	Culvert	21.0407497	92.2374997	N1	439.19699999999995	
1236	Bridge start	LRP443b	Bridge	21.0363608	92.2396941	N1	439.73699999999997	
1237	Bridge end	LRP443c	Bridge	21.0360552	92.2398608	N1	439.778	
1238	Teknaf 21 km	LRP444	Km Post	21.0338608	92.24077740000001	N1	440.04900000000004	
1239	Box culvert	LRP444a	Culvert	21.0321104	92.24108299999999	N1	440.25199999999995	
1240	Box culvert	LRP444b	Culvert	21.0300549	92.2413608	N1	440.485	
1241	Box culvert	LRP444c	Culvert	21.026943799999998	92.2416941	N1	440.839	
1242	Km post missing	LRP445	Km Post	21.0249993	92.2418608	N1	441.048	
1243	Bridge start	LRP445a	Bridge	21.022888199999997	92.24202740000001	N1	441.292	
1244	Bridge end	LRP445b	Bridge	21.022610399999998	92.2420552	N1	441.327	
1245	Infor.missing	LRP446	Km Post	21.0186104	92.2431386	N1	441.811	
1246	Box culvert	LRP446a	Culvert	21.016999300000002	92.24402740000001	N1	442.01800000000003	
1247	Box culvert	LRP446b	Culvert	21.0150833	92.245333	N1	442.274	
1248	Teknaf 20 km	LRP447	Km Post	21.010722199999996	92.2487219	N1	442.881	
1249	Box culvert	LRP447a	Culvert	21.0101389	92.2492497	N1	442.972	
1250	Box culvert	LRP447b	Culvert	21.0078889	92.251	N1	443.288	
1251	Box culvert	LRP447c	Culvert	21.0064444	92.2520833	N1	443.48900000000003	
1252	Teknaf 29 km	LRP448	Km Post	21.0029444	92.2531944	N1	443.913	
1253	Bridge start	LRP448a	Bridge	20.9990274	92.2537778	N1	444.358	
1254	Bridge end	LRP448b	Bridge	20.998638600000003	92.2538889	N1	444.408	
1255	Box culvert	LRP448c	Culvert	20.9942497	92.25452779999999	N1	444.911	
1256	Teknaf 18 km	LRP449	Km Post	20.994027399999997	92.25461109999999	N1	444.945	
1257	Box culvert	LRP449a	Culvert	20.987527399999998	92.2545556	N1	445.68699999999995	
1258	Infor.missing	LRP450	Km Post	20.985277399999998	92.25363890000001	N1	445.964	
1259	Bridge start	LRP450a	Bridge	20.9778049	92.25075	N1	446.856	
1260	Bridge end	LRP450b	Bridge	20.9775827	92.25061109999999	N1	446.88800000000003	
1261	Km post missing	LRP451	Km Post	20.9769438	92.25022220000001	N1	446.964	
1262	Box culvert	LRP451a	Culvert	20.9697216	92.2485552	N1	447.825	
1263	Infor.missing	LRP452	Km Post	20.9682771	92.2488052	N1	447.999	
1264	Bridge start	LRP452a	Bridge	20.9673604	92.2491663	N1	448.11800000000005	
1265	Bridge end	LRP452b	Bridge	20.9671104	92.2494441	N1	448.16	
1266	Box culvert	LRP452c	Culvert	20.9648611	92.25152779999999	N1	448.49699999999996	
1267	Bridge start	LRP452d	Bridge	20.962277800000003	92.2528889	N1	448.82	
1268	Bridge end	LRP452e	Bridge	20.962055600000003	92.2530556	N1	448.851	
1269	Info.Missing	LRP453	Km Post	20.9606389	92.2535	N1	449.019	
1270	Box culvert	LRP453a	Culvert	20.958083300000002	92.2543056	N1	449.32099999999997	
1271	Box culvert	LRP453b	Culvert	20.9566667	92.2548056	N1	449.491	
1272	Box culvert	LRP453c	Culvert	20.9538889	92.2559722	N1	449.827	
1273	Box culvert	LRP453d	Culvert	20.953166699999997	92.25627779999999	N1	449.92	
1274	Box culvert	LRP453e	Culvert	20.95225	92.25661109999999	N1	450.04	
1275	Info.Missing	LRP454	Km Post	20.9521667	92.2566944	N1	450.056	
1276	Box culvert	LRP454a	Culvert	20.966027800000003	92.2579167	N1	450.39099999999996	
1277	Bridge start	LRP454b	Bridge	20.9482774	92.2589167	N1	450.55800000000005	
1278	Bridge end	LRP454c	Bridge	20.948138600000004	92.2593056	N1	450.60400000000004	
1279	Box culvert	LRP454d	Culvert	20.9459163	92.2603333	N1	450.934	
1280	Info.Missing	LRP455	Km Post	20.9445552	92.2603333	N1	451.121	
1281	Box culvert	LRP455a	Culvert	20.943694100000002	92.2603056	N1	451.22	
1282	Bridge start	LRP455b	Bridge	20.937388600000002	92.2623333	N1	451.972	
1283	Bridge end	LRP455c	Bridge	20.9371108	92.2624722	N1	452.01199999999994	
1284	Km post missing	LRP456	Km Post	20.9361663	92.2628611	N1	452.121	
1285	Box culvert	LRP456a	Culvert	20.9361108	92.2628611	N1	452.13300000000004	
1286	Box culvert	LRP456b	Culvert	20.9346663	92.2631667	N1	452.29900000000004	
1287	Box culvert	LRP456c	Culvert	20.934333	92.26325	N1	452.339	
1288	Box culvert	LRP456d	Culvert	20.9330549	92.2635	N1	452.48900000000003	
1289	Bridge start	LRP456e	Bridge	20.929666	92.2641111	N1	452.87699999999995	
1290	Bridge end	LRP456f	Bridge	20.9293327	92.2641389	N1	452.914	
1291	Infor.missing	LRP457	Km Post	20.9270827	92.2644444	N1	453.17	
