	Unnamed: 0	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
42497	1	Amnura 37 Km	LRP001	Km Post	24.3835274	88.5444997	Z6809	0.025	
42498	2	Box Culvert	LRP001a	Culvert	24.3842497	88.5434997	Z6809	0.156	
42499	3	Km Post Missing	LRP002	Km Post	24.3894163	88.5369719	Z6809	1.025	
42500	4	Brick Machinary culvert	LRP002a	Culvert	24.390083	88.5361108	Z6809	1.152	
42501	5	Brick Machinary culvert	LRP002b	Culvert	24.3945552	88.5295271	Z6809	1.993	
42502	6	Infor. Missing	LRP003	Km Post	24.394944100000004	88.5290827	Z6809	2.06	
42503	7	Kakonhat 15 Km	LRP004	Km Post	24.40175	88.5227771	Z6809	3.09	
42504	8	Baily bridge start	LRP004a	Bridge	24.4067778	88.52272159999998	Z6809	3.72	
42505	9	Baily bridge end	LRP004b	Bridge	24.4068333	88.52255490000002	Z6809	3.73	
42506	10	Chobbishnagar 9 Km	LRP005	Km Post	24.4073056	88.5193882	Z6809	4.06	
42507	11	Dhamkurahat	LRP005a	Others	24.4100833	88.517916	Z6809	4.31	
42508	12	Brick Macninary culvert	LRP005b	Culvert	24.4134167	88.51683270000002	Z6809	4.829	
42509	13	Box Culvert	LRP005c	Culvert	24.4148889	88.51641670000002	Z6809	5.004	
42510	14	Infor.missing	LRP006	Km Post	24.4157222	88.51611109999997	Z6809	5.09	
42511	15	Drain Culvert	LRP006a	Culvert	24.4164444	88.5157778	Z6809	5.187	
42512	16	Box Culvert	LRP006b	Culvert	24.4203604	88.5140833	Z6809	5.65	
42513	17	Infor. Missing	LRP007	Km Post	24.4239993	88.5124167	Z6809	6.09	
42514	18	Box Culvert	LRP007a	Culvert	24.4270271	88.5110278	Z6809	6.4620000000000015	
42515	19	Palash bari more ,Z6855	LRP007b	Side Road, Left	24.4306104	88.5094167	Z6809	6.907	
42516	20	Baily Bridge start	LRP007c	Bridge	24.431166	88.5091111	Z6809	6.96	
42517	21	Baily Bridge end	LRP007d	Bridge	24.4313327	88.5089722	Z6809	6.98	
42518	22	Km Post Missing	LRP008	Km Post	24.431721600000003	88.5079444	Z6809	7.09	
42519	23	Infor. Missing	LRP009	Km Post	24.4394163	88.5073056	Z6809	8.13	
42520	24	Box Culvert	LRP009a	Culvert	24.4416663	88.5089167	Z6809	8.432	
42521	25	Box Culvert	LRP009b	Culvert	24.4434163	88.50786109999999	Z6809	8.728	
42522	26	Km Post Broken	LRP010	Km Post	24.4456941	88.50438890000002	Z6809	9.155	
42523	27	Amnura 27 km	LRP011	Km Post	24.4541389	88.50277779999998	Z6809	10.15	
42524	28	Road right turn	LRP011a	Turn off, Right	24.461305600000006	88.4994997	Z6809	11.14	
42525	29	Infor.Missing	LRP012	Km Post	24.4616111	88.4995274	Z6809	11.16	
42526	30	Rajshahi -Amnura Rail track	LRP012a	Rail Road Crossing	24.462055600000006	88.49915240000001	Z6809	11.29	True
42527	31	Km Post Missing	LRP013	Km Post	24.4691382	88.49877740000002	Z6809	12.16	
42528	32	Brick Machinary culvert	LRP013a	Culvert	24.4764438	88.49797190000002	Z6809	13.048	
42529	33	Infor.missing	LRP014	Km Post	24.4775271	88.49813859999998	Z6809	13.19	
42530	34	Box Culvert	LRP014a	Culvert	24.4784716	88.49841629999997	Z6809	13.300999999999998	
42531	35	Side Road Right Z 6855	LRP014b	Side Road, Right	24.4794438	88.4979163	Z6809	13.715	
42532	36	Box Culvert	LRP014c	Culvert	24.4818882	88.4929441	Z6809	14.08	
42533	37	Box Culvert	LRP014d	Culvert	24.4826938	88.4919997	Z6809	14.22	
42534	38	Km Post Broken	LRP015	Km Post	24.483166	88.4918608	Z6809	14.26	
42535	39	Box Culvert	LRP015a	Culvert	24.4852497	88.4852497	Z6809	14.503	
42536	40	Slab Culvert	LRP015b	Culvert	24.484833	88.4906941	Z6809	14.53	
42537	41	Box Culvert	LRP015c	Culvert	24.4891108	88.4893052	Z6809	14.985	
42538	42	Kakanhat 3 km	LRP016	Km Post	24.4911108	88.4875552	Z6809	15.26	
42539	43	Baily Bridge start	LRP016a	Bridge	24.499638600000004	88.4834719	Z6809	15.41	
42540	44	Baily Bridge end	LRP016b	Bridge	24.4997497	88.483583	Z6809	15.46	
42541	45	Road right turn	LRP016c	Turn off, Right	24.497388600000004	88.4831938	Z6809	16.15	
42542	46	Km Post Broken	LRP017	Km Post	24.4983052	88.483166	Z6809	16.26	
42543	47	Box Culvert	LRP017a	Culvert	24.5020833	88.48330490000002	Z6809	16.712	
42544	48	Slab Culvert	LRP017b	Culvert	24.5066111	88.4808882	Z6809	17.312	
42545	49	Infor.missing	LRP018	Km Post	24.5066389	88.4808882	Z6809	17.315	
42546	50	Kakondanga para more	LRP018a	Turn off, Left	24.5070833	88.4811382	Z6809	17.37	
42547	51	Km post broken	LRP019	Km Post	24.5105556	88.4735271	Z6809	18.315	
42548	52	Char rastar More	LRP019a	Turn off, Right	24.5111389	88.47136040000002	Z6809	18.55	
42549	53	Slab culvert	LRP019b	Culvert	24.5134167	88.4682771	Z6809	18.965	
42550	54	Infor.missing	LRP020	Km Post	24.51625	88.4663056	Z6809	19.345	
42551	55	Slab Culvert	LRP020a	Culvert	24.5174993	88.465	Z6809	19.575	
42552	56	Rail road crossing	LRP020b	Rail Road Crossing	24.518166	88.4641667	Z6809	19.675	
42553	57	Slab Culvert	LRP020c	Culvert	24.5201382	88.4605	Z6809	20.137	
42554	58	Box Culvert	LRP020d	Culvert	24.5211938	88.45922220000001	Z6809	20.318	
42555	59	Infor.missing	LRP021	Km Post	24.5214993	88.459	Z6809	20.345	
42556	60	Infor.missing	LRP022	Km Post	24.5289993	88.4558889	Z6809	21.395	
42557	61	Box Culvert	LRP022a	Culvert	24.5291104	88.4558889	Z6809	21.405	
42558	62	Slab culvert	LRP022b	Culvert	24.5169716	88.45338890000002	Z6809	21.998	
42559	63	Infor.missing	LRP023	Km Post	24.519666	88.4504444	Z6809	22.425	
42560	64	Mondumala road Z6815	LRP023a	Side Road, Right	24.5404719	88.4476108	Z6809	22.985	
42561	65	Slab Culvert	LRP023b	Culvert	24.5404719	88.4475552	Z6809	22.99	
42562	66	Slab Culvert	LRP023c	Culvert	24.5416386	88.4438052	Z6809	23.418000000000006	
42563	67	Infor.missing	LRP024	Km Post	24.541583	88.4434719	Z6809	23.435	
42564	68	Infor.missing	LRP025	Km Post	24.5417774	88.4390552	Z6809	23.91	
42565	69	Infor.missing	LRP026	Km Post	24.541888600000004	88.43383299999998	Z6809	24.05	
42566	70	Bridge start	LRP026a	Bridge	24.5415274	88.4363608	Z6809	24.19	
42567	71	Bridge end	LRP026b	Bridge	24.5415274	88.43627740000002	Z6809	24.2	
42568	72	Infor.missing	LRP027	Km Post	24.5431941	88.4277493	Z6809	24.475	
42569	73	Infor.missing	LRP028	Km Post	24.5412497	88.4297771	Z6809	24.89	
42570	74	Right turn	LRP028a	Side Road, Left	24.5417497	88.43005490000002	Z6809	25.22	True
42571	75	Slab culvert	LRP028b	Culvert	24.5448052	88.43033270000002	Z6809	25.8	
42572	76	Infor.missing	LRP029	Km Post	24.5491941	88.42680490000002	Z6809	26.475	
42573	77	Slab culvert	LRP029a	Culvert	24.5543333	88.4300827	Z6809	27.382	
42574	78	Infor.missing	LRP030	Km Post	24.5548889	88.4317493	Z6809	27.475	
42575	79	Right Latfinagar railway	LRP030a	Others	24.561277800000006	88.43247155	Z6809	28.415	True
42576	80	Infor.missing	LRP031	Km Post	24.5615556	88.4331938	Z6809	28.475	
42577	81	Baily Bridge start	LRP031a	Bridge	24.5668049	88.4313327	Z6809	29.2	
42578	82	Baily Bridge end	LRP031b	Bridge	24.567166	88.4312493	Z6809	29.21	
42579	83	Amnuara 8 km	LRP032	Km Post	24.568416	88.42908270000002	Z6809	29.53	
42580	84	Slab culvert	LRP032a	Culvert	24.5690827	88.42577709999998	Z6809	29.962	
42581	85	Infor.missing	LRP033	Km Post	24.5690549	88.4255271	Z6809	30.0	
42582	86	Box culvert	LRP033a	Culvert	24.5720271	88.4250549	Z6809	30.385	
42583	87	Infor.missing	LRP034	Km Post	24.5735549	88.42527709999997	Z6809	30.555	
42584	88	Box culvert	LRP034a	Culvert	24.574166	88.42483270000002	Z6809	30.647	
42585	89	Road right turn	LRP034b	Turn off, Right	24.5768327	88.4233604	Z6809	31.0	
42586	90	Box Culvert	LRP034c	Culvert	24.5770549	88.423416	Z6809	31.03	
42587	91	Road left turn	LRP034d	Turn off, Right	24.5785827	88.4246382	Z6809	31.252	
42588	92	Box Culvert	LRP034e	Culvert	24.5792216	88.4241938	Z6809	31.35	
42589	93	Infor.missing	LRP035	Km Post	24.581166	88.4228882	Z6809	31.605	
42590	94	Infor.missing	LRP036	Km Post	24.5886941	88.4173604	Z6809	32.6	
42591	95	Box culvert	LRP036a	Culvert	24.5904997	88.4160278	Z6809	32.865	
42592	96	Infor.missing	LRP037	Km Post	24.5959441	88.41202779999998	Z6809	33.59	
42593	97	Box Culvert	LRP037a	Culvert	24.5961108	88.4118611	Z6809	33.602	
42594	98	Infor.missing	LRP038	Km Post	24.6039722	88.4061944	Z6809	34.67	
42595	99	Box culvert	LRP038a	Culvert	24.60975	88.4019167	Z6809	35.453	
42596	100	Amnura 2 km	LRP039	Km Post	24.6113611	88.4006389	Z6809	35.675	
42597	101	Road end and Connect with Z-6813 near Sukandighi Rail road crossing.	LRPE	Others	24.6159722	88.3972219	Z6809	36.31	
42598	0	Start from R-685 at Ferryghat more infront of Bangladesh Police Sign Board Manda,Naogaon.	LRPS	Others	24.7756104	88.7019167	Z6810	0.0	
42599	1	Pipe culvert	LRPSa	Culvert	24.772777100000006	88.7040833	Z6810	0.47	
42600	2	Pipe culvert	LRPSb	Culvert	24.7693604	88.7059444	Z6810	0.885	
42601	3	Km Post Mssing	LRP001	Km Post	24.7683327	88.7065	Z6810	1.0	
42602	4	Box culvert	LRP001a	Culvert	24.7667216	88.70736109999999	Z6810	1.212	
42603	5	Prashadpur 0 Km	LRP002	Km Post	24.7599167	88.7098333	Z6810	2.08	
42604	6	End at infront of Electric post & K.Y tin sign Board Prashadpur,Manda.	LRPE	Others	24.7586667	88.7138333	Z6810	2.5	
42605	0	Start from Z6813	LRPS	Others	24.8159722	88.4406941	Z6812	0.0	
42606	1	Info missing	LRP001	Km Post	24.8190271	88.4390552	Z6812	0.38	
42607	2	3V Box Culvert	LRP001a	Culvert	24.8230271	88.43805520000002	Z6812	0.84	
42608	3	Adda 4 km	LRP002	Km Post	24.8280827	88.4382774	Z6812	1.39	
42609	4	3 V Box Culvert	LRP002a	Culvert	24.832916	88.4384997	Z6812	1.953	
42610	5	Adda 3 km	LRP003	Km Post	24.8369719	88.43852740000001	Z6812	2.39	
42611	6	Slab Culvert	LRP003a	Culvert	24.8428052	88.4394441	Z6812	3.062	
42612	7	Adda 2 km	LRP004	Km Post	24.8457219	88.4401941	Z6812	3.39	
42613	8	Parbatipur 0.50 km	LRP005	Km Post	24.8543056	88.4436108	Z6812	4.392	
42614	9	Slab Culvert	LRP005a	Culvert	24.8571944	88.4438886	Z6812	4.756	
42615	10	Meet with R547 at Adda.	LRPE	Others	24.8595	88.4438052	Z6812	5.01	
42616	0	Road start infornt of Al-mamun store at Godagari Daingpara more intersection at R680 & Z6813	LRPS	Others	24.4684993	88.3238882	Z6813	0.0	
42617	1	Box Culvert	LRPSa	Culvert	24.4685827	88.3240827	Z6813	0.028	
42618	2	Box Culvert	LRPSb	Culvert	24.4687216	88.32458270000002	Z6813	0.08	
42619	3	Amnura 20Km	LRP001	Km Post	24.4728882	88.33241600000002	Z6813	1.0	
42620	4	Nachol 31Km	LRP002	Km Post	24.479916	88.338083	Z6813	2.0	
42621	5	Box Culvert	LRP002a	Culvert	24.4800827	88.3381386	Z6813	2.03	
42622	6	R.C.C Bridge Start	LRP002b	Bridge	24.486083	88.3423608	Z6813	2.85	
42623	7	R.C.C Bridge End	LRP002c	Bridge	24.3361386	88.34249969999998	Z6813	2.87	
42624	8	Km post missing	LRP003	Km Post	24.4868052	88.3436941	Z6813	3.0	
42625	9	Km post missing	LRP004	Km Post	24.4937219	88.35	Z6813	4.0	
42626	10	Box Culvert	LRP004a	Culvert	24.499583	88.3536667	Z6813	4.757	
42627	11	Amnura 16Km	LRP005	Km Post	24.5015278	88.3551944	Z6813	5.03	
42628	12	Kakon Hat Road	LRP005a	Side Road, Right	24.5033333	88.3570556	Z6813	5.275	
42629	13	Nachol 27Km	LRP006	Km Post	24.5085556	88.3613333	Z6813	6.04	
42630	14	Brick Machinary Culvert	LRP006a	Culvert	24.5134444	88.3650556	Z6813	6.7029999999999985	
42631	15	Amnura 14Km	LRP007	Km Post	24.5163611	88.3659722	Z6813	7.03	
42632	16	R.C.C Culvert	LRP007a	Culvert	24.5168327	88.36752709999998	Z6813	7.256	
42633	17	KM post Missing	LRP008	Km Post	24.523249300000003	88.3731938	Z6813	8.03	
42634	18	Box Culvert	LRP008a	Culvert	24.5293049	88.3774438	Z6813	8.995	
42635	19	Info missing	LRP009	Km Post	24.5295549	88.37777709999997	Z6813	9.03	
42636	20	Amnura 11km	LRP010	Km Post	24.538138600000003	88.38158270000002	Z6813	10.07	
42637	21	Z 6814 Barahati Road	LRP010a	Side Road, Right	24.5416663	88.38236040000002	Z6813	10.475	
42638	22	Z 6814, Balighata road	LRP010b	Side Road, Left	24.5422497	88.3823327	Z6813	10.55	
42639	23	Amnura 10Km	LRP011	Km Post	24.5469441	88.38172159999998	Z6813	11.08	
42640	24	Box Culvert	LRP011a	Culvert	24.5499441	88.3800549	Z6813	11.464	
42641	25	Nachol 12Km	LRP012	Km Post	24.5558333	88.38111040000003	Z6813	12.15	
42642	26	Information missing	LRP013	Km Post	24.5643333	88.3846941	Z6813	13.16	
42643	27	Cross Drain	LRP013a	Culvert	24.5681104	88.3860274	Z6813	13.612	
42644	28	Km Post Broken	LRP014	Km Post	24.5703049	88.3902774	Z6813	14.11	
42645	29	R.C.C Culvert	LRP014a	Culvert	24.5712771	88.39188859999999	Z6813	14.317	
42646	30	Box Culvert	LRP014b	Culvert	24.5754438	88.3933886	Z6813	14.797	
42647	31	Information missing	LRP015	Km Post	24.5779438	88.3946941	Z6813	15.11	
42648	32	Cross Drain	LRP015a	Culvert	24.5813049	88.39308299999998	Z6813	15.53	
42649	33	KM post missng	LRP016	Km Post	24.5863052	88.3912774	Z6813	16.11	
42650	34	Info missing	LRP017	Km Post	24.5952497	88.39227740000003	Z6813	17.12	
42651	35	Box Culvert	LRP017a	Culvert	24.5972219	88.39172190000002	Z6813	17.363	
42652	36	Nawabganj RHD start	LRP017b	Others	24.5991941	88.3923052	Z6813	17.58	
42653	37	Nawabganj RHD start	LRP017b	Others	24.5991941	88.3923052	Z6813	17.58	
42654	38	Amnura 4 Km	LRP018	Km Post	24.6031944	88.3942219	Z6813	18.08	
42655	39	Box Culvert	LRP018a	Culvert	24.6034167	88.39433299999997	Z6813	18.096	
42656	40	Brick Machinary Culvert	LRP018b	Culvert	24.60575	88.3955552	Z6813	18.398	
42657	41	Nachal 15Km	LRP019	Km Post	24.6113056	88.3968052	Z6813	19.04	
42658	42	Z 6809 to Kasiadanga road	LRP019a	Side Road, Right	24.6160278	88.3971663	Z6813	19.57	
42659	43	Amnura-Rajsahi Rail	LRP019b	Rail Road Crossing	24.6172771	88.397083	Z6813	19.72	
42660	44	Nachol 14Km	LRP020	Km Post	24.6197771	88.39780520000002	Z6813	20.01	
42661	45	Cross drain	LRP020a	Culvert	24.6231938	88.3992219	Z6813	20.422	
42662	46	Nachol 13Km	LRP021	Km Post	24.6292216	88.4025556	Z6813	21.18	
42663	47	Z 6803 To Nawabgonj road	LRP021a	Side Road, Left	24.634444100000003	88.404	Z6813	21.8	
42664	48	Km p[ost missing	LRP022	Km Post	24.6362774	88.4046111	Z6813	22.01	
42665	49	Nachol 11Km	LRP023	Km Post	24.6336108	88.4062222	Z6813	22.86	
42666	50	Nachol 10KM	LRP024	Km Post	24.6519167	88.40925	Z6813	23.83	
42667	51	Adda 25Km	LRP025	Km Post	24.6593333	88.41375	Z6813	24.77	
42668	52	Brick machinary Culvert	LRP025a	Culvert	24.6594444	88.4138333	Z6813	24.79	
42669	53	Dhansura 18Km	LRP026	Km Post	24.6666938	88.41844379999998	Z6813	25.72	
42670	54	Cross Drain	LRP026a	Culvert	24.6680827	88.4195688	Z6813	25.907	True
42671	55	Brick Machinary Culvert	LRP026b	Culvert	24.6706938	88.4206938	Z6813	26.24	
42672	56	Brick Machinary Culvert	LRP026c	Culvert	24.6731938	88.42102709999998	Z6813	26.517	
42673	57	Nachol 7Km	LRP027	Km Post	24.6745827	88.4211104	Z6813	26.67	
42674	58	Nachol 6Km	LRP028	Km Post	24.6834997	88.4212216	Z6813	27.66	
42675	59	Box Culvert	LRP028a	Culvert	24.685333	88.421166	Z6813	27.868	
42676	60	Nachol 5Km	LRP029	Km Post	24.6921941	88.4207771	Z6813	28.65	
42677	61	Nachol 4Km	LRP030	Km Post	24.6999719	88.42008270000002	Z6813	29.52	
42678	62	Nachol 3Km	LRP031	Km Post	24.7085556	88.41961040000002	Z6813	30.48	
42679	63	Nachol 2Km	LRP032	Km Post	24.716916	88.4212216	Z6813	31.43	
42680	64	Box Culvert	LRP032a	Culvert	24.7170827	88.4212771	Z6813	31.45	
42681	65	Nachol 1Km	LRP033	Km Post	24.7251104	88.4230271	Z6813	32.36	
42682	66	Brick Machinary Culvert	LRP033a	Culvert	24.7256938	88.42319379999998	Z6813	32.427	
42683	67	Z 6817 to Rohonpur	LRP033b	Side Road, Left	24.7293327	88.4239993	Z6813	32.83	
42684	68	Box Culvert	LRP033c	Culvert	24.7336941	88.4248882	Z6813	33.332	
42685	69	Dhansura 10Km	LRP034	Km Post	24.7337497	88.4248604	Z6813	33.34	
42686	70	Dhansura 9Km	LRP035	Km Post	24.7419441	88.4263327	Z6813	34.265	
42687	71	Brick Machinary Culvert	LRP035a	Culvert	24.7437774	88.4269438	Z6813	34.486	
42688	72	Dhansura 8Km	LRP036	Km Post	24.7505833	88.4298882	Z6813	35.295	
42689	73	Cross drain	LRP036a	Culvert	24.7515833	88.4302493	Z6813	35.41300000000001	
42690	74	Slab Culvert	LRP036b	Culvert	24.7528889	88.4305827	Z6813	35.562	
42691	75	Dhansura 7Km	LRP037	Km Post	24.7591944	88.43113819999998	Z6813	36.27	
42692	76	Brick Machinary Culvert	LRP037a	Culvert	24.7616111	88.43111040000002	Z6813	36.546	
42693	77	Dhansura 6 Km	LRP038	Km Post	24.7670549	88.431166	Z6813	37.145	
42694	78	Brick Machinary Culvert	LRP038a	Culvert	24.7677216	88.431166	Z6813	37.222	
42695	79	Brick Machinary Culvert	LRP038b	Culvert	24.774166	88.4321104	Z6813	37.954	
42696	80	Dhansura 5Km	LRP039	Km Post	24.7756104	88.4322771	Z6813	38.11	
42697	81	Dhandura 4Km	LRP040	Km Post	24.7834997	88.4348052	Z6813	39.055	
42698	82	R.C.C Bridge start	LRP040a	Bridge	24.7836663	88.4348886	Z6813	39.065	
42699	83	R.C.C Bridge End	LRP040b	Bridge	24.7837774	88.4349163	Z6813	39.08	
42700	84	Brick Machinary Culvert	LRP040c	Culvert	24.7883608	88.43552740000001	Z6813	39.597	
42701	85	Dhansura 3Km	LRP041	Km Post	24.792083	88.4357219	Z6813	40.015	
42702	86	Brick machinary Culvert	LRP041a	Culvert	24.7924163	88.4357497	Z6813	40.048	
42703	87	Brick Machinary Culvert	LRP041b	Culvert	24.7938608	88.4358886	Z6813	40.22	
42704	88	Dhansura 2Km	LRP042	Km Post	24.800277800000003	88.4381108	Z6813	40.96	
42705	89	Brick Machinary Culvert	LRP042a	Culvert	24.800555600000006	88.4382774	Z6813	41.004	
42706	90	Box Culvert	LRP042b	Culvert	24.8018889	88.43891629999997	Z6813	41.163	
42707	91	Dhansura 1Km	LRP043	Km Post	24.8076389	88.4424719	Z6813	41.91	
42708	92	R.C.C Culvert	LRP043a	Culvert	24.8087778	88.4427497	Z6813	42.032	
42709	93	Dhansura 0Km Add 6Km Niamotpur 9Km	LRP044	Km Post	24.8153056	88.4412774	Z6813	42.83	
42710	94	Naogaon RHD start	LRP044a	Others	24.8153056	88.4412497	Z6813	42.832	
42711	95	Naogaon RHD start	LRP044a	Others	24.8153056	88.4412497	Z6813	42.832	
42712	96	Dhansura more Turn right to Niamatpur	LRP044b	Side Road, Left	24.8159167	88.4407219	Z6813	42.92	
42713	97	Niamotpur 13 km	LRP045	Km Post	24.8161111	88.4434441	Z6813	43.19	
42714	98	Brick machinary Culvert	LRP045a	Culvert	24.8165556	88.4444441	Z6813	43.309	
42715	99	Brick machinary Culvert	LRP045b	Culvert	24.816999300000006	88.446083	Z6813	43.492	
42716	100	Cross Drain	LRP045c	Culvert	24.8170827	88.447333	Z6813	43.62300000000001	
42717	101	R.C.C Culvert	LRP045d	Culvert	24.8170271	88.45188890000001	Z6813	44.074	
42718	102	Information missing	LRP046	Km Post	24.8171382	88.4519167	Z6813	44.075	
42719	103	Brick machinary Culvert	LRP046a	Culvert	24.8169438	88.455	Z6813	44.523	
42720	104	Info missing	LRP047	Km Post	24.8154444	88.4629444	Z6813	45.22	
42721	105	Bridge start	LRP047a	Bridge	24.8153611	88.46377779999997	Z6813	45.304	
42722	106	Bridge end	LRP047b	Bridge	24.8150833	88.4641944	Z6813	45.312	
42723	107	RC C Culvert	LRP047c	Culvert	24.815027800000006	88.4641944	Z6813	45.344	
42724	108	Brick Machinary Culvert	LRP047d	Culvert	24.8146667	88.466666	Z6813	45.74	
42725	109	Info missing	LRP048	Km Post	24.8135	88.4725549	Z6813	46.3	
42726	110	Slab Culvert	LRP048a	Culvert	24.8119444	88.47972159999998	Z6813	47.112	
42727	111	Nimatpur 12 km	LRP049	Km Post	24.8111111	88.4820271	Z6813	47.2	
42728	112	Brick Machinary Culvert	LRP049a	Culvert	24.8114722	88.48141600000002	Z6813	47.283	
42729	113	R C C Culvert	LRP049b	Culvert	24.8099722	88.4849997	Z6813	47.525	
42730	114	Brick Machinary Culvert	LRP049c	Culvert	24.8101389	88.4834997	Z6813	47.553	
42731	115	R C C Culvert	LRP049d	Culvert	24.809777800000006	88.48641629999999	Z6813	47.667	
42732	116	Info missing	LRP050	Km Post	24.8085556	88.4912219	Z6813	48.175	
42733	117	Brick machinary Culvert	LRP050a	Culvert	24.808527800000004	88.4918608	Z6813	48.417	
42734	118	R C C Culvert	LRP050b	Culvert	24.8083056	88.49755520000002	Z6813	48.817	
42735	119	Niamatpur 10 km	LRP051	Km Post	24.8078611	88.5013056	Z6813	49.195	
42736	120	Brick Machinary Culvert	LRP051a	Culvert	24.8080556	88.50016670000002	Z6813	49.25899999999999	
42737	121	Brick Machinary Culvert	LRP051b	Culvert	24.8073889	88.5042778	Z6813	49.68	
42738	122	Cross Drain	LRP051c	Culvert	24.8073333	88.5055833	Z6813	49.812	
42739	123	Info missing	LRP052	Km Post	24.8069722	88.51075	Z6813	50.165	
42740	124	Slab Culvert	LRP052a	Culvert	24.8006667	88.51163890000002	Z6813	50.457	
42741	125	Km post missing	LRP053	Km Post	24.8076111	88.5205827	Z6813	51.265	
42742	126	Box Culvert	LRP053a	Culvert	24.8080556	88.5232771	Z6813	51.435	
42743	127	Slab Culvert	LRP053b	Culvert	24.8074722	88.5266799	Z6813	51.931	True
42744	128	Niamatpur 7 km	LRP054	Km Post	24.8065278	88.53008270000002	Z6813	52.145	
42745	129	Box Culvert	LRP054a	Culvert	24.8057222	88.53322159999998	Z6813	52.463	
42746	130	Box Culvert	LRP054b	Culvert	24.8052778	88.5368052	Z6813	52.822	
42747	131	Brick Machinary Culvert	LRP054c	Culvert	24.8053889	88.5345552	Z6813	52.83	
42748	132	Info missing	LRP055	Km Post	24.80475	88.5397774	Z6813	53.13	
42749	133	Brick machinary Culvert	LRP055a	Culvert	24.8038056	88.542833	Z6813	53.447	
42750	134	Niamatpur 5 km	LRP056	Km Post	24.8028611	88.5496386	Z6813	54.16	
42751	135	Info missing	LRP057	Km Post	24.8008611	88.55927779999998	Z6813	55.16	
42752	136	Road left turn	LRP057a	Turn off, Left	24.8008056	88.55922220000002	Z6813	55.396	
42753	137	Brick machinary Culvert	LRP057b	Culvert	24.805527800000004	88.56088890000002	Z6813	55.722	
42754	138	Brick machinary Culvert	LRP057c	Culvert	24.8078333	88.5616389	Z6813	55.993	
42755	139	Niamatpur 3 Km	LRP058	Km Post	24.808000000000003	88.5616111	Z6813	56.07	
42756	140	Cross drain	LRP058a	Culvert	24.8086389	88.5659444	Z6813	56.713	
42757	141	Niamatpur 2Km	LRP059	Km Post	24.81175	88.5701382	Z6813	57.07	
42758	142	Brick machinary Culvert	LRP059a	Culvert	24.8159167	88.5714993	Z6813	57.676	
42759	143	Nimatpur 1 km	LRP060	Km Post	24.8191104	88.57041600000002	Z6813	58.025	
42760	144	Bridge start	LRP060a	Bridge	24.8237771	88.57130490000002	Z6813	58.574	
42761	145	Bridge end	LRP060b	Bridge	24.8238604	88.5713327	Z6813	58.58600000000001	
42762	146	R .C .C Culvert	LRP060c	Culvert	24.8247771	88.5711938	Z6813	58.915	
42763	147	Box Culvert	LRP060d	Culvert	24.8268604	88.5708604	Z6813	58.967	
42764	148	R C C Bridge start	LRP060e	Bridge	24.827916	88.5711382	Z6813	59.0	
42765	149	Bridge end	LRP060f	Bridge	24.8280549	88.57127709999997	Z6813	59.02	
42766	150	Manda 19 km	LRP061	Km Post	24.8280827	88.5713327	Z6813	59.025	
42767	151	Niamtpur 0 km	LRP062	Km Post	24.8342774	88.5743882	Z6813	59.845	
42768	152	Cross drain	LRP062a	Culvert	24.8347497	88.57455490000002	Z6813	59.94600000000001	
42769	153	End at Nimatpur Bazar Tin Matha more & connect with Z 6852 Niamatpur, Naogaon.	LRPE	Others	20.834694100000004	88.57458270000002	Z6813	59.95	
42770	0	Road start from N6 at Rasulpur more.	LRPS	Others	24.6592222	88.1635833	Z6816	0.0	
42771	1	Infor.missing	LRP001	Km Post	24.6634444	88.15786109999998	Z6816	1.0	
42772	2	Infor.missing	LRP002	Km Post	24.6723604	88.1568056	Z6816	2.05	
42773	3	Box culvert	LRP002a	Culvert	24.6797216	88.15513890000003	Z6816	2.94	
42774	4	Infor.missing	LRP003	Km Post	24.6804993	88.15575	Z6816	3.04	
42775	5	Cross Drain	LRP003a	Culvert	24.685388600000003	88.15736109999997	Z6816	3.623	
42776	6	Infor.missing	LRP004	Km Post	24.6889441	88.15777779999998	Z6816	4.03	
42777	7	Cross Drain	LRP004a	Culvert	24.6892497	88.15738890000002	Z6816	4.112	
42778	8	Coss Drain	LRP004b	Culvert	24.6936108	88.1575278	Z6816	4.603	
42779	9	Infor.missing	LRP005	Km Post	24.6975552	88.15986109999999	Z6816	5.01	
42780	10	Road end at khan para by pass and Connect N6	LRPE	Others	24.6986386	88.16038890000002	Z6816	5.24	
42781	0	Road start from Z-6813 at Nachol Press Club Bus Stand More.	LRPS	Others	24.7293327	88.4239993	Z6817	0.0	
42782	1	Box culvert	LRPSa	Culvert	24.7293604	88.4266938	Z6817	0.008	
42783	2	Nachol 1 km(Wrong write)	LRP001	Km Post	24.7292216	88.4159167	Z6817	0.895	
42784	3	Rohonpur 15 km	LRP002	Km Post	24.7337497	88.4135278	Z6817	1.12	
42785	4	Box Culvert	LRP002a	Culvert	24.7364719	88.4106111	Z6817	1.597	
42786	5	Box culvert	LRP002b	Culvert	24.738333	88.40861109999999	Z6817	1.903	
42787	6	Rohonpur 14 km	LRP003	Km Post	24.7401663	88.4066389	Z6817	2.18	
42788	7	Box Culvert	LRP003a	Culvert	24.7409163	88.4058333	Z6817	2.303	
