	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced
36	Box Culvert	LRP011a	Culvert	22.4545	89.1589444	Z7618	11.019	
37	Box Culvert	LRP011b	Culvert	22.45275	89.15925	Z7618	11.216	
38	Box Culvert	LRP011c	Culvert	22.4665	89.1598333	Z7618	11.549000000000001	
39	Box Culvert	LRP011d	Culvert	22.446221899999998	89.16066670000001	Z7618	11.96	
40	Km post broken	LRP012	Km Post	22.4459719	89.16066670000001	Z7618	11.994000000000002	
41	Box Culvert	LRP012a	Culvert	22.4439163	89.16208329999999	Z7618	12.269	
42	Box Culvert	LRP012b	Culvert	22.438833	89.1648611	Z7618	12.91	
43	Shamnagar 19 km	LRP013	Km Post	22.4382219	89.1654444	Z7618	12.994000000000002	
44	Box Culvert	LRP013a	Culvert	22.4348052	89.1699993	Z7618	13.606	
45	Box Culvert	LRP013b	Culvert	22.432888199999997	89.1719993	Z7618	13.932	
46	Shamnagar 18 km	LRP014	Km Post	22.4327493	89.1723882	Z7618	13.984000000000002	
47	Box Culvert	LRP014a	Culvert	22.4320827	89.1739993	Z7618	14.16	
48	Box Culvert	LRP014b	Culvert	22.427999300000003	89.177666	Z7618	14.87	
49	Shamnagar 17Km Ghola 3.50 km	LRP015	Km Post	22.4270827	89.1779993	Z7618	14.98	
50	Box Culvert	LRP015a	Culvert	22.421416	89.1806104	Z7618	15.665	
51	Shamnagar 16 Km, Kasimare 6 km	LRP016	Km Post	22.418527100000002	89.1806382	Z7618	15.99	
52	Km post missing	LRP017	Km Post	22.409805600000002	89.1818882	Z7618	16.99	
53	Box Culvert	LRP017a	Culvert	22.4006667	89.1841663	Z7618	18.05	
54	Shamnagor 14 km,Ghola 0.5 km	LRP018	Km Post	22.4005833	89.1841941	Z7618	18.06	
55	River start	LRP018a	Others	22.3986663	89.1851108	Z7618	18.295	
56	River end	LRP018b	Others	22.396971899999997	89.185333	Z7618	18.595	
57	Shamnagor 13 Km	LRP019	Km Post	22.396555199999998	89.1851941	Z7618	19.2	
58	Box Culvert	LRP019a	Culvert	22.393860800000002	89.18383299999999	Z7618	19.597	
59	Shamnagar 12 km	LRP020	Km Post	22.391333	89.1790271	Z7618	20.165	
60	Box Culvert	LRP020a	Culvert	22.3893052	89.1751938	Z7618	20.653000000000002	
61	Shamnagar 11 km	LRP021	Km Post	22.386333	89.1713882	Z7618	21.215	
62	Box Culvert	LRP021a	Culvert	22.383777399999996	89.16625	Z7618	21.825	
63	WBM road start	LRP021b	Others	22.379666	89.16430559999999	Z7618	22.346	
64	Shamnagar 10 km	LRP022	Km Post	22.379666	89.16430559999999	Z7618	22.346999999999998	
65	Box Culvert	LRP022a	Culvert	22.3814438	89.1623333	Z7618	22.622	
66	Shamnagar 9 km	LRP023	Km Post	22.385388600000002	89.15822220000001	Z7618	23.235	
67	Shamnagar 8 km	LRP024	Km Post	22.3849719	89.1515556	Z7618	24.235	
68	Shamnagar 7 km	LRP025	Km Post	22.3781382	89.1480274	Z7618	25.235	
69	Box Culvert	LRP025a	Culvert	22.371888199999997	89.1446663	Z7618	26.024	
70	Shamnagar 6 km	LRP026	Km Post	22.370166	89.144083	Z7618	26.235	
71	Box Culvert	LRP026a	Culvert	22.3636667	89.1396386	Z7618	27.087	
72	Shamnagar 5 km	LRP027	Km Post	22.3624722	89.1390552	Z7618	27.235	
73	Box Culvert	LRP027a	Culvert	22.3573333	89.13283270000001	Z7618	28.090999999999998	
74	Shamnagar 4 km	LRP028	Km Post	22.3564722	89.1318049	Z7618	28.235	
75	Box Culvert	LRP028a	Culvert	22.3561111	89.1313882	Z7618	28.287	
76	Shamnagar 3 km Kaligonj 18 km	LRP029	Km Post	22.3502778	89.12472159999999	Z7618	29.235	
77	Box Culvert	LRP029a	Culvert	22.3469719	89.1210827	Z7618	29.787	
78	Shamnagar 2 km Ghola 11.5 km	LRP030	Km Post	22.344583	89.1176382	Z7618	30.235	
79	Slab Culvert	LRP030a	Culvert	22.342888600000002	89.1150556	Z7618	30.645	
80	Slab Culvert	LRP030b	Culvert	22.342721899999997	89.1134167	Z7618	30.825	
81	Shamnagar1 km	LRP031	Km Post	22.343027399999997	89.1098056	Z7618	31.191	
82	Slab Culvert	LRP031a	Culvert	22.3429441	89.1070278	Z7618	31.564	
83	Bc road start	LRP031b	Others	22.343027399999997	89.1098056	Z7618	31.677	
84	Box Culvert	LRP031c	Culvert	22.3445552	89.1049167	Z7618	31.916	
85	Road end at Shamnagar & Intersection at Z7617 &Z7618, Satkhira.	LRPE	Others	22.3445552	89.1046944	Z7618	31.945	
0	Start from Jamtola more and Left Z-7551 Monirampur,Jessore.	LRPS	Others	23.0879997	89.11327779999999	Z7619	0.0	
1	Box Culvert	LRPSa	Culvert	23.0852497	89.11394440000001	Z7619	0.32	
2	Box Culvert	LRPSb	Culvert	23.082499300000002	89.1145	Z7619	0.606	
3	Km post missing	LRP001	Km Post	23.0798882	89.1155	Z7619	1.0	
4	Info not clear	LRP002	Km Post	23.069888199999998	89.116916	Z7619	2.06	
5	Info not clear	LRP003	Km Post	23.0608611	89.1165833	Z7619	3.08	
6	Km post missing	LRP004	Km Post	23.0520278	89.1160278	Z7619	4.08	
7	RHD road start	LRP004a	Others	23.0473886	89.11786040000001	Z7619	4.64	
8	Info not clear	LRP005	Km Post	23.0434997	89.1184438	Z7619	5.08	
9	Trimohoni 19.6 km	LRP006	Km Post	23.038444100000003	89.1184438	Z7619	5.66	
10	Km post missing	LRP007	Km Post	23.0298604	89.120416	Z7619	6.34	
11	Box Culvert	LRP007a	Culvert	23.0276382	89.1203327	Z7619	6.66	
12	Box Culvert	LRP007b	Culvert	23.0302493	89.1303882	Z7619	6.912000000000001	
13	Box Culvert	LRP007c	Culvert	23.021082699999997	89.1199993	Z7619	7.67	
14	Trimohoni 17.6 km	LRP008	Km Post	23.0208327	89.1199993	Z7619	7.675	
15	Box Culvert	LRP008a	Culvert	23.0171938	89.1359997	Z7619	8.12	
16	Box Culvert	LRP008b	Culvert	23.0138333	89.1187493	Z7619	8.503	
17	Trimohoni 16.6 km	LRP009	Km Post	23.0121944	89.11877709999999	Z7619	8.68	
18	Box Culvert	LRP009a	Culvert	23.005055600000002	89.13763859999999	Z7619	9.542	
19	WBM start	LRP009b	Others	23.0023889	89.121416	Z7619	9.712	
20	Trimohoni 15.6 km	LRP010	Km Post	23.003583300000003	89.11872159999999	Z7619	9.84	
21	Box Culvert	LRP010a	Culvert	23.0005	89.1187493	Z7619	10.03	
22	Box culvert	LRP010b	Culvert	22.9979163	89.1219716	Z7619	10.352	
23	Box culvert	LRP010c	Culvert	22.995832999999998	89.12219379999999	Z7619	10.604000000000001	
24	Trimohoni 14.6 km	LRP011	Km Post	22.9948052	89.1219716	Z7619	10.72	
25	Box culvert	LRP011a	Culvert	22.989194100000002	89.1216938	Z7619	11.357000000000001	
26	Cross Drain	LRP011b	Culvert	22.986444100000003	89.1208604	Z7619	11.692	
27	Km post broken	LRP012	Km Post	22.986027399999998	89.1207216	Z7619	11.74	
28	Bridge start	LRP012a	Culvert	22.981916000000002	89.1214993	Z7619	12.277999999999999	
29	Bridge end	LRP012b	Bridge	22.981777100000002	89.1215549	Z7619	12.294	
30	Trimohoni 12.6 km	LRP013	Km Post	22.9779438	89.1215549	Z7619	12.757	
31	Box Culvert	LRP013a	Culvert	22.972416	89.1196382	Z7619	13.427999999999999	
32	Box Culvert	LRP013b	Culvert	22.969916	89.11877709999999	Z7619	13.717	
33	Trimohoni 11.6 km	LRP014	Km Post	22.9696382	89.1186938	Z7619	13.74	
34	Box Culvert	LRP014a	Culvert	22.968221600000003	89.11802709999999	Z7619	14.74	
35	Trimohoni 106 km	LRP015	Km Post	22.9654444	89.11094440000001	Z7619	14.94	
36	Bitu.Pav.Start	LRP015a	Others	22.957972199999997	89.1083333	Z7619	15.677999999999999	
37	Trimohoni 9.6 km	LRP016	Km Post	22.957666699999997	89.1083611	Z7619	15.73	
38	Box Culvert	LRP016a	Culvert	22.953583300000002	89.1070278	Z7619	16.247	
39	Box culvert	LRP016b	Culvert	22.953055600000003	89.1069444	Z7619	16.305999999999997	
40	LGED road start	LRP016c	Turn off, Right	22.950944399999997	89.1069167	Z7619	16.675	
41	Trimohoni 8.60 km	LRP017	Km Post	22.950055600000002	89.1077778	Z7619	16.78	
42	RHD road start	LRP017a	Others	22.9656111	89.1075	Z7619	16.91	
43	Trimohoni 7.60 km	LRP018	Km Post	22.9460274	89.1143611	Z7619	17.735	
44	Trimohoni 6.60 km	LRP019	Km Post	22.940527399999997	89.1201104	Z7619	18.66	
45	Trimohoni 5.60 km	LRP020	Km Post	22.933166	89.1236938	Z7619	19.63	
46	Box Culvert	LRP020a	Culvert	22.9311382	89.1407219	Z7619	19.836	
47	Sluice gate	LRP020b	Culvert	22.930943799999998	89.1241104	Z7619	19.877	
48	Trimohoni 4.60 km	LRP021	Km Post	22.9292216	89.1292216	Z7619	20.695	
49	Trimohoni 3.60 km	LRP022	Km Post	22.9308049	89.13708299999999	Z7619	21.54	
50	LGED road start ,Beltala Bazar	LRP022a	Others	22.914722199999996	89.1413886	Z7619	22.046	
51	Trimohoni 2.6 km	LRP023	Km Post	22.9278604	89.1413886	Z7619	22.46	
52	Box culvert	LRP023a	Culvert	22.9240271	89.140833	Z7619	22.897	
53	Trimohoni 1.6 km	LRP024	Km Post	22.9197771	89.139333	Z7619	23.4	
54	Box culvert	LRP024a	Culvert	22.9170549	89.1388608	Z7619	23.72	
55	Trimohoni 0.60 km	LRP025	Km Post	22.9111389	89.1383608	Z7619	24.38	
56	Cross Drain	LRP025a	Culvert	22.911222199999997	89.13833299999999	Z7619	24.388	
57	Trimohoni 0 km	LRP026	Km Post	22.9071111	89.1388608	Z7619	24.85	
58	End at Trimohoni bazar &Connect with Z-7552 Keshabpur,Jessore.	LRPE	Others	22.906999999999996	89.13891629999999	Z7619	24.87	
0	Start of road from Z 7702 at Caae bazar	LRPS	Others	22.399444100000004	89.81363890000002	Z7701	0.0	
1	Box culvert	LRPSa	Culvert	22.3979163	89.807	Z7701	0.77	
2	Km post missing	LRP001	Km Post	22.398083	89.8047222	Z7701	1.0	
3	Box culvert	LRP001a	Culvert	22.3991663	89.802	Z7701	1.33	
4	Box culvert	LRP001b	Culvert	22.4005833	89.7974997	Z7701	1.79	
5	Km post missing	LRP002	Km Post	22.4011389	89.79552740000001	Z7701	2.0	
6	Box culvert	LRP002a	Culvert	22.401944399999998	89.7941663	Z7701	2.18	
7	Box culvert	LRP002b	Culvert	22.4028333	89.7924997	Z7701	2.39	
8	Km post missing	LRP003	Km Post	22.403000000000002	89.7867497	Z7701	3.0	
9	Bridge start	LRP003a	Bridge	22.40275	89.7844441	Z7701	3.23	
10	Bridge end	LRP003b	Bridge	22.4027222	89.7844441	Z7701	3.245	
11	Box Culvert	LRP003c	Culvert	22.40275	89.7818604	Z7701	3.61	
12	Km post missing	LRP004	Km Post	22.4046389	89.7786104	Z7701	4.0	
13	Km post missing	LRP005	Km Post	22.4082778	89.7713327	Z7701	5.0	
14	Bridge start	LRP005a	Bridge	22.4113611	89.76722159999998	Z7701	5.232	
15	Bridge end	LRP005b	Bridge	22.411333300000003	89.7671104	Z7701	5.244	
16	Km post missing	LRP006	Km Post	22.4088889	89.76375	Z7701	6.0	
17	Box Culvert	LRP006a	Culvert	22.4085278	89.7628611	Z7701	6.12	
18	Km post missing	LRP007	Km Post	22.4036111	89.7572222	Z7701	7.0	
19	WBM road start	LRP007a	Others	22.4065556	89.7555	Z7701	7.7	
20	Km post missing	LRP008	Km Post	22.4070833	89.75286109999999	Z7701	8.0	
21	Bridge start	LRP008a	Bridge	22.4070556	89.7509167	Z7701	8.18	
22	Bridge end	LRP008b	Bridge	22.4070556	89.7509167	Z7701	8.192	
23	Km post missing	LRP009	Km Post	22.4085278	89.7600833	Z7701	9.0	
24	Box Culvert	LRP009a	Culvert	22.4107222	89.74158299999999	Z7701	9.372	
25	Box Culvert	LRP009b	Culvert	22.4113889	89.7394997	Z7701	9.612	
26	Km post missing	LRP010	Km Post	22.412472199999996	89.7359441	Z7701	10.0	
27	Box Culvert	LRP010a	Culvert	22.4133333	89.7353608	Z7701	10.12	
28	Box Culvert	LRP010b	Culvert	22.4145556	89.7338886	Z7701	10.332	
29	Km post missing	LRP011	Km Post	22.417416	89.7293882	Z7701	11.0	
30	Earthen road start	LRP011a	Others	22.417416	89.7293882	Z7701	11.004000000000001	
31	Bridge stsrt	LRP011b	Bridge	22.4183604	89.7281104	Z7701	11.28	
32	Bridge end	LRP011c	Bridge	22.4183604	89.7281104	Z7701	11.292	
33	Km post missing	LRP012	Km Post	22.4233049	89.724416	Z7701	12.0	
34	WBM road start	LRP012a	Others	22.426249300000002	89.7181104	Z7701	12.735999999999999	
35	Box Culvert	LRP012b	Culvert	22.427221600000003	89.71611109999999	Z7701	12.98	
36	Km post missing	LRP013	Km Post	22.4273049	89.7158333	Z7701	13.0	
37	Box Culvert	LRP013a	Culvert	22.4296382	89.7130556	Z7701	13.412	
38	Km post missing	LRP014	Km Post	22.4335274	89.70922220000001	Z7701	14.0	
39	Box Culvert	LRP014a	Culvert	22.4382219	89.7040556	Z7701	14.752	
40	Km post missing	LRP015	Km Post	22.4398052	89.70272220000001	Z7701	15.0	
41	Box Culvert	LRP015a	Culvert	22.4450552	89.70125	Z7701	15.692	
42	Km post missing	LRP016	Km Post	22.448583	89.70169440000001	Z7701	16.0	
43	Km post missing	LRP017	Km Post	22.454	89.6968886	Z7701	17.0	
44	Box Culvert	LRP017a	Culvert	22.455	89.691833	Z7701	17.06	
45	Box culvert	LRP017b	Culvert	22.455083300000002	89.69113859999999	Z7701	17.09	
46	Km post missing	LRP018	Km Post	22.459722199999998	89.6861108	Z7701	18.0	
47	Bridge start	LRP018a	Bridge	22.4635833	89.6819438	Z7701	18.7	
48	Bridge end	LRP018b	Bridge	22.4636111	89.681666	Z7701	18.72	
49	Km post missing	LRP019	Km Post	22.4644722	89.67916600000001	Z7701	19.0	
50	Box culvert	LRP019a	Culvert	22.4661667	89.67305490000001	Z7701	19.66	
51	Box culvert	LRP019b	Culvert	22.467249300000002	89.671166	Z7701	19.89	
52	Km post missing	LRP020	Km Post	22.467582699999998	89.6699438	Z7701	20.0	
53	Box culvert	LRP020a	Culvert	22.4678049	89.6665556	Z7701	20.35	
54	Km post missing	LRP021	Km Post	22.4691938	89.6605833	Z7701	21.0	
55	Bridge start	LRP021a	Bridge	22.4694438	89.6580556	Z7701	21.24	
56	Bridge end	LRP021b	Bridge	22.4692493	89.6579444	Z7701	21.258000000000003	
57	Box culvert	LRP021c	Culvert	22.469166	89.6536389	Z7701	21.75	
58	Km post missing	LRP022	Km Post	22.468916	89.6509167	Z7701	22.0	
59	Bridge start	LRP022a	Bridge	22.4719438	89.6424997	Z7701	22.93	
60	Bridge end	LRP022b	Bridge	22.4721104	89.6424997	Z7701	22.945999999999998	
61	Km post missing	LRP023	Km Post	22.472499300000003	89.6419719	Z7701	23.0	
62	Km post missing	LRP024	Km Post	22.474749300000003	89.6324993	Z7701	24.0	
63	Box culvert	LRP024a	Culvert	22.4752216	89.62761040000001	Z7701	24.53	
64	Km post missing	LRP025	Km Post	22.4752216	89.61780490000001	Z7701	25.0	
65	Box culvert	LRP025a	Culvert	22.4725271	89.61919379999999	Z7701	25.52	
66	End at Shalabonia Infront of Rabea Store Mongla ,Bagerhat.	LRPE	Others	22.473138199999998	89.6148056	Z7701	25.892	
0	Start at sing bord bazar traffic island infront of vai vai hotel intersction of R770 & Z7703 Bagerhat	LRPS	Others	22.605916699999998	89.849583	Z7702	0.0	
1	Inf not clear	LRP001	Km Post	22.6058056	89.84961080000001	Z7702	0.008	
2	Box culvert	LRP001a	Culvert	22.6056111	89.84961080000001	Z7702	0.35	
3	Box culvert	LRP001b	Culvert	22.603222199999998	89.8497497	Z7702	0.36	
4	Box culvert	LRP001c	Culvert	22.6000833	89.8498608	Z7702	0.6679999999999999	
5	Km post missing	LRP002	Km Post	22.597082999999998	89.8495552	Z7702	1.008	
6	R.C.C bridge start	LRP002a	Bridge	22.5916108	89.8482497	Z7702	1.636	
7	R.C.C bridge end	LRP002b	Bridge	22.591333	89.8488052	Z7702	1.671	
8	Km post missing	LRP003	Km Post	22.5882774	89.8493608	Z7702	2.008	
9	Box culvert	LRP003a	Culvert	22.579666	89.8501389	Z7702	2.983	
10	km post missing	LRP004	Km Post	22.5794716	89.8501389	Z7702	3.008	
11	Z 7718	LRP004a	Side Road, Right	22.5743604	89.8515556	Z7702	3.6210000000000004	
12	Km post missing	LRP005	Km Post	22.5712493	89.8535833	Z7702	4.008	
13	Box culvert	LRP005a	Culvert	22.5704716	89.8540833	Z7702	4.118	
14	Box culvert	LRP005b	Culvert	22.5662222	89.8566111	Z7702	4.651	
15	Km post missing	LRP006	Km Post	22.5633889	89.8583333	Z7702	5.008	
16	Box culvert	LRP006a	Culvert	22.56006945	89.86036109999999	Z7702	5.337999999999999	True
17	Box culvert	LRP006b	Culvert	22.55675	89.86275	Z7702	5.942	
18	Km post missing	LRP007	Km Post	22.5561389	89.863	Z7702	6.007999999999999	
19	Box culvert	LRP007a	Culvert	22.5516111	89.8654444	Z7702	6.577999999999999	
20	Box culvert	LRP007b	Culvert	22.5494163	89.8673882	Z7702	6.898	
21	Km post missing	LRP008	Km Post	22.5477219	89.86799930000001	Z7702	7.007999999999999	
22	Box culvert	LRP008a	Culvert	22.5418052	89.8702771	Z7702	7.7379999999999995	
23	Km post missing	LRP009	Km Post	22.539971899999998	89.86966600000001	Z7702	8.008	
24	Box culvert	LRP009a	Culvert	22.5343052	89.8682493	Z7702	8.677999999999999	
25	Km post missing	LRP010	Km Post	22.5319438	89.8701104	Z7702	9.008	
26	Box culvert	LRP010a	Culvert	22.530499300000002	89.87091600000001	Z7702	9.191	
27	Box Culvert	LRP010b	Culvert	22.5253604	89.8718882	Z7702	9.777999999999999	
28	Km post missing	LRP011	Km Post	22.522916	89.871916	Z7702	10.008	
29	Box culvert	LRP011a	Culvert	22.5185549	89.87255490000001	Z7702	10.585999999999999	
30	Km post missing	LRP012	Km Post	22.514638899999998	89.8720827	Z7702	11.008	
31	Km post missing	LRP013	Km Post	22.5067222	89.8687493	Z7702	12.008	
32	Box culvertr	LRP013a	Culvert	22.502805600000002	89.8673882	Z7702	12.468	
33	Box culvert	LRP013b	Culvert	22.500444299999998	89.8663889	Z7702	12.845999999999998	True
34	Km post missing	LRP014	Km Post	22.498082999999998	89.8658889	Z7702	13.008	
35	Km post missing	LRP015	Km Post	22.489527399999997	89.86325	Z7702	14.008	
36	Box culvert	LRP015a	Culvert	22.487833	89.86277779999999	Z7702	14.204	
37	Box culvert	LRP015b	Culvert	22.486027399999998	89.8621667	Z7702	14.421	
38	Km post missing	LRP016	Km Post	22.4806938	89.86138890000001	Z7702	15.008	
39	Box culvert	LRP016a	Culvert	22.4766938	89.86125	Z7702	15.46	
40	Box culvert	LRP016b	Culvert	22.4751382	89.8611667	Z7702	15.632	
41	Km post missing	LRP017	Km Post	22.4715827	89.86111109999999	Z7702	16.008	
42	Box culvert	LRP017a	Culvert	22.469693799999998	89.86113890000001	Z7702	16.206	
43	H.B.B road	LRP017b	Others	22.4672771	89.86102779999999	Z7702	16.42	
44	Z7705	LRP017c	Side Road, Left	22.467249300000002	89.86094440000001	Z7702	16.454	
45	Ferryghat start (pankuchi river)	LRP017d	Others	22.467166	89.8605833	Z7702	16.528	
46	Ferryghat end (pankuchi river)	LRP017e	Others	22.464805600000002	89.85625	Z7702	16.9	
47	Km post missing	LRP018	Km Post	22.4646944	89.85611109999999	Z7702	17.008	
48	Km post missing	LRP019	Km Post	22.456472199999997	89.8531389	Z7702	18.008	
49	Baily bridge start	LRP019a	Bridge	22.4546111	89.8522222	Z7702	18.244	
50	Baily bridge end	LRP019b	Bridge	22.4543056	89.8519722	Z7702	18.284000000000002	
51	Km post broken	LRP020	Km Post	22.450055600000002	89.84777740000001	Z7702	18.988	
52	Km post broken	LRP021	Km Post	22.4453886	89.8394719	Z7702	19.988	
53	Box culvert	LRP021a	Culvert	22.4393052	89.8335552	Z7702	20.941999999999997	
54	Km post missing	LRP022	Km Post	22.4386108	89.83330490000002	Z7702	20.988000000000003	
55	Box culvert	LRP022a	Culvert	22.433888600000003	89.83072159999999	Z7702	21.613000000000003	
56	Km post missing	LRP023	Km Post	22.4302771	89.8299993	Z7702	21.988000000000003	
57	Box culvert	LRP023a	Culvert	22.425860399999998	89.828666	Z7702	22.511	
58	km post brokenb	LRP024	Km Post	22.4241938	89.8249438	Z7702	22.948	
59	km post missing	LRP025	Km Post	22.415805600000002	89.8214716	Z7702	23.948	
60	Box culvert	LRP025a	Culvert	22.4115278	89.8196938	Z7702	24.468000000000004	
61	km post missing	LRP026	Km Post	22.4076667	89.8179993	Z7702	24.948	
62	Box culvert	LRP026a	Culvert	22.401277800000003	89.815	Z7702	25.733	
63	km post missing	LRP027	Km Post	22.399583	89.8140833	Z7702	25.948	
64	Z 7701 mongla road	LRP027a	Side Road, Right	22.399555199999998	89.8140556	Z7702	25.988000000000003	
65	Box culvert	LRP027b	Culvert	22.3989441	89.8141667	Z7702	26.058000000000003	
66	Bridge start	LRP027c	Bridge	22.392471899999997	89.81388890000001	Z7702	26.818	
67	Baily bridge end	LRP027d	Bridge	22.391971899999998	89.8138611	Z7702	26.849	
68	Inf not clear	LRP028	Km Post	22.3911108	89.81363890000002	Z7702	26.948	
69	Box culvert	LRP028a	Culvert	22.3876663	89.81363890000002	Z7702	27.333000000000002	
70	Inf not clear	LRP029	Km Post	22.3819438	89.8135556	Z7702	27.948	
71	Box culvert	LRP029a	Culvert	22.377999300000003	89.8144444	Z7702	28.428	
72	km post broken	LRP030	Km Post	22.3730549	89.81475	Z7702	28.948	
73	km post broken	LRP031	Km Post	22.3644444	89.8141667	Z7702	29.948	
74	Box Culvert	LRP031a	Culvert	22.362222199999998	89.8169993	Z7702	30.23	
75	Box Culvert	LRP031b	Culvert	22.362	89.817166	Z7702	30.248	
76	Inf not clear	LRP032	Km Post	22.3558889	89.81811040000001	Z7702	30.948	
77	Box culvert	LRP032a	Culvert	22.352222199999996	89.8194438	Z7702	31.366	
78	Box culvert	LRP032b	Culvert	22.352222199999996	89.819416	Z7702	31.878	
79	Inf not clear	LRP033	Km Post	22.3474997	89.8175827	Z7702	31.944000000000003	
80	Inf not clear	LRP034	Km Post	22.3399997	89.81277779999999	Z7702	32.942	
81	Box Culvert	LRP034a	Culvert	22.339194100000004	89.81197220000001	Z7702	33.04	
82	Box Culvert	LRP034b	Culvert	22.3391663	89.81169440000001	Z7702	33.067	
83	bridge start	LRP034c	Bridge	22.3341941	89.81075	Z7702	33.705999999999996	
84	bridge end	LRP034d	Bridge	22.3341663	89.81102779999999	Z7702	33.736	
85	Inf missing	LRP035	Km Post	22.3330827	89.81277779999999	Z7702	33.942	
86	Box Culvert	LRP035a	Culvert	22.3315549	89.82002709999999	Z7702	34.743	
87	Box Culvert	LRP035b	Culvert	22.331416	89.8201938	Z7702	34.764	
88	Km post broken	LRP036	Km Post	22.3313882	89.8219438	Z7702	34.942	
89	Inf missing	LRP037	Km Post	22.330916000000002	89.83138819999999	Z7702	35.942	
90	R C C Bridge start	LRP037a	Bridge	22.328360399999998	89.8361386	Z7702	36.446999999999996	
91	R C C Bridge end	LRP037b	Bridge	22.329860399999998	89.8364163	Z7702	36.494	
92	Km post broken	LRP038	Km Post	22.327166000000002	89.8397497	Z7702	36.942	
93	Baily bridge start	LRP038a	Bridge	22.323638199999998	89.8441663	Z7702	37.55	
94	Baily bridge end	LRP038b	Bridge	22.323416	89.8444997	Z7702	37.577	
95	Inf not clear	LRP039	Km Post	22.320916	89.8464441	Z7702	37.942	
96	Under pass	LRP039a	Culvert	22.3174438	89.8484163	Z7702	38.372	
97	R.C.C bridge start	LRP039b	Bridge	22.316444399999998	89.8486108	Z7702	38.47	
98	R C C Bridge end	LRP039c	Bridge	22.3155556	89.8486108	Z7702	38.562	
99	km post missing	LRP040	Km Post	22.3128611	89.84858299999999	Z7702	38.942	
100	Box culvert	LRP040a	Culvert	22.309222199999997	89.8475552	Z7702	39.302	
101	Inf not clear	LRP041	Km Post	22.3036111	89.8474719	Z7702	39.967	
102	km post missing	LRP042	Km Post	22.3121111	89.8478608	Z7702	40.967	
103	Box culvert	LRP042a	Culvert	22.2899997	89.8419163	Z7702	41.757	
104	km post missing	LRP043	Km Post	22.289082999999998	89.84194409999999	Z7702	41.967	
105	km post missing	LRP044	Km Post	22.2823049	89.8369163	Z7702	42.967	
106	Box culvert	LRP044a	Culvert	22.277499300000002	89.8295827	Z7702	43.766999999999996	
107	km post missing	LRP045	Km Post	22.276943799999998	89.8294993	Z7702	43.967	
108	Box culvert	LRP045a	Culvert	22.271749300000003	89.82944379999999	Z7702	44.512	
109	Box Culvert	LRP045b	Culvert	22.2694438	89.82947159999999	Z7702	44.672	
110	km post broken	LRP046	Km Post	22.266999300000002	89.82972159999998	Z7702	44.967	
111	Bridge start	LRP046a	Bridge	22.2644444	89.8297493	Z7702	45.215	
112	Bridge end	LRP046b	Bridge	22.263972199999998	89.8298882	Z7702	45.295	
113	km post missing	LRP047	Km Post	22.2600556	89.8288327	Z7702	45.967	
114	R.C.C Bridge start	LRP047a	Bridge	22.2556111	89.8284438	Z7702	46.24100000000001	
115	R.C.C Bridge end	LRP047b	Bridge	22.2551111	89.8283327	Z7702	46.277	
116	Earth road start	LRP047c	Others	22.2551111	89.8283327	Z7702	46.278	
117	Start BC road	LRP047d	Others	22.2523056	89.8265827	Z7702	46.95	
118	Km post missing	LRP048	Km Post	22.252055600000002	89.8264993	Z7702	46.967	
119	Box Culvert	LRP048a	Culvert	22.2453608	89.82538819999999	Z7702	47.91	
120	Km post misisng	LRP049	Km Post	22.2449163	89.8252771	Z7702	47.967	
121	Box Culvert	LRP049a	Culvert	22.2400274	89.82352709999999	Z7702	48.541000000000004	
122	Km post Established	LRP050	Km Post	22.2374163	89.8227493	Z7702	48.836999999999996	
123	Box Culvert	LRP050a	Culvert	22.2345552	89.821916	Z7702	49.168	
124	Box Culvert	LRP050b	Culvert	22.2315827	89.8196104	Z7702	49.583999999999996	
125	Km post Established	LRP051	Km Post	22.229527100000002	89.818416	Z7702	49.836999999999996	
126	Box Culvert	LRP051a	Culvert	22.2245549	89.81577779999999	Z7702	50.497	
127	Box Culvert	LRP051b	Culvert	22.2222216	89.8151667	Z7702	50.766999999999996	
128	Km post Established	LRP052	Km Post	22.2214438	89.8149167	Z7702	50.836999999999996	
129	Box culvert	LRP052a	Culvert	22.215194399999998	89.8112222	Z7702	50.838	
130	Km post Established	LRP053	Km Post	22.2134167	89.81088890000001	Z7702	51.836999999999996	
131	End of road at Sharankhola on river bank, Bagerhat	LRPE	Others	22.2116111	89.8099722	Z7702	52.038999999999994	
0	Start at signboard bazar traffic island intersection at R770 ,Z 7703& Z 7702.	LRPS	Others	22.6059444	89.8494997	Z7703	0.0	
1	Cross Drain	LRPSa	Culvert	22.606027800000003	89.84952740000001	Z7703	0.01	
2	Info not clear	LRP001	Km Post	22.6060833	89.849583	Z7703	0.015	
3	Box Culvert	LRP001a	Culvert	22.6064722	89.8494997	Z7703	0.062	
4	Box Culvert	LRP001b	Culvert	22.610166699999997	89.8491941	Z7703	0.475	
5	Box Culvert	LRP001c	Culvert	22.6130278	89.8505	Z7703	0.8420000000000001	
6	Kachua 6 KM	LRP002	Km Post	22.6141667	89.8513889	Z7703	1.005	
7	Box Culvert	LRP002a	Culvert	22.615	89.85211109999999	Z7703	1.2	
8	Box Culvert	LRP002b	Culvert	22.6201382	89.85413890000001	Z7703	1.7369999999999999	
